id	proteinId	PFAM	short_name	long_name	Evalue	start	end
5549	Beaba1|3574	PF00664	ABC_membrane	ABC transporter transmembrane region	4.5e-17	844	1082
5550	Beaba1|3575	PF00180	Iso_dh	Isocitrate/isopropylmalate dehydrogenase	1.4e-72	53	446
5551	Beaba1|3576	PF14612	Ino80_Iec3	IEC3 subunit of the Ino80 complex, chromatin re-modelling	1.2e-28	20	93
5552	Beaba1|3576	PF14612	Ino80_Iec3	IEC3 subunit of the Ino80 complex, chromatin re-modelling	2.2e-22	104	218
5553	Beaba1|3577	PF00005	ABC_tran	ABC transporter	1.7e-15	590	728
5554	Beaba1|3577	PF00005	ABC_tran	ABC transporter	3.7e-31	1198	1349
5555	Beaba1|3577	PF00664	ABC_membrane	ABC transporter transmembrane region	1.4e-06	249	514
5556	Beaba1|3577	PF00664	ABC_membrane	ABC transporter transmembrane region	1.5e-18	862	1132
5557	Beaba1|3578	PF07690	MFS_1	Major Facilitator Superfamily	3.3e-09	71	368
5558	Beaba1|3578	PF06609	TRI12	Fungal trichothecene efflux pump (TRI12)	3.6e-06	89	415
5559	Beaba1|3579	PF07992	Pyr_redox_2	Pyridine nucleotide-disulphide oxidoreductase	3.5e-20	57	336
5560	Beaba1|3579	PF00070	Pyr_redox	Pyridine nucleotide-disulphide oxidoreductase	2.3e-11	176	249
5561	Beaba1|3580	PF05050	Methyltransf_21	Methyltransferase FkbM domain	5.4e-15	55	235
5562	Beaba1|3581	PF13738	Pyr_redox_3	Pyridine nucleotide-disulphide oxidoreductase	2e-24	186	389
5563	Beaba1|3581	PF07992	Pyr_redox_2	Pyridine nucleotide-disulphide oxidoreductase	1.3e-15	184	386
5564	Beaba1|3581	PF00743	FMO-like	Flavin-binding monooxygenase-like	1.3e-17	185	523
5565	Beaba1|3581	PF13434	K_oxygenase	L-lysine 6-monooxygenase (NADPH-requiring)	1.3e-10	259	391
5566	Beaba1|3581	PF01494	FAD_binding_3	FAD binding domain	2.5e-06	182	224
5567	Beaba1|3582	PF00891	Methyltransf_2	O-methyltransferase domain	2.2e-21	242	420
5568	Beaba1|3584	PF00664	ABC_membrane	ABC transporter transmembrane region	4e-45	66	327
5569	Beaba1|3584	PF00664	ABC_membrane	ABC transporter transmembrane region	1.4e-42	765	1037
5570	Beaba1|3584	PF00005	ABC_tran	ABC transporter	4.1e-27	422	611
5571	Beaba1|3584	PF00005	ABC_tran	ABC transporter	4.1e-31	1120	1271
5572	Beaba1|3585	PF00201	UDPGT	UDP-glucoronosyl and UDP-glucosyl transferase	7.5e-06	331	454
5573	Beaba1|3586	PF00995	Sec1	Sec1 family	3.4e-131	56	691
5574	Beaba1|3587	PF18044	zf-CCCH_4	CCCH-type zinc finger	1.6e-06	1350	1369
5575	Beaba1|3587	PF00642	zf-CCCH	Zinc finger C-x8-C-x5-C-x3-H type (and similar)	0.00013	1346	1368
5576	Beaba1|3588	PF01997	Translin	Translin family	1.9e-46	26	233
5577	Beaba1|3589	PF09286	Pro-kuma_activ	Pro-kumamolisin, activation domain	4.6e-14	30	124
5578	Beaba1|3589	PF00082	Peptidase_S8	Subtilase family	9.8e-08	343	523
5579	Beaba1|359	PF13639	zf-RING_2	Ring finger domain	2.1e-10	298	347
5580	Beaba1|359	PF12678	zf-rbx1	RING-H2 zinc finger domain	7e-08	298	347
5581	Beaba1|359	PF13923	zf-C3HC4_2	Zinc finger, C3HC4 type (RING finger)	2.5e-07	313	346
5582	Beaba1|359	PF12861	zf-ANAPC11	Anaphase-promoting complex subunit 11 RING-H2 finger	9.4e-06	296	351
5583	Beaba1|359	PF00097	zf-C3HC4	Zinc finger, C3HC4 type (RING finger)	9.6e-05	299	346
5584	Beaba1|3590	PF01644	Chitin_synth_1	Chitin synthase	3.9e-74	247	409
5585	Beaba1|3590	PF08407	Chitin_synth_1N	Chitin synthase N-terminal	1.1e-27	175	246
5586	Beaba1|3590	PF03142	Chitin_synth_2	Chitin synthase	4.1e-17	387	562
5587	Beaba1|3590	PF13632	Glyco_trans_2_3	Glycosyl transferase family group 2	1.6e-09	388	672
5588	Beaba1|3591	PF04707	PRELI	PRELI-like family	2.4e-41	15	170
5589	Beaba1|3592	PF00557	Peptidase_M24	Metallopeptidase family M24	1.9e-45	118	421
5590	Beaba1|3593	PF00485	PRK	Phosphoribulokinase / Uridine kinase family	1.7e-05	26	176
5591	Beaba1|3594	PF13911	AhpC-TSA_2	AhpC/TSA antioxidant enzyme	1e-15	122	216
5592	Beaba1|3594	PF00578	AhpC-TSA	AhpC/TSA family	1.5e-06	60	173
5593	Beaba1|3596	PF00350	Dynamin_N	Dynamin family	3e-26	42	224
5594	Beaba1|3596	PF01031	Dynamin_M	Dynamin central region	1e-20	247	503
5595	Beaba1|3597	PF00004	AAA	ATPase family associated with various cellular activities (AAA)	8.9e-39	339	480
5596	Beaba1|3597	PF00004	AAA	ATPase family associated with various cellular activities (AAA)	8.2e-10	621	733
5597	Beaba1|3597	PF17862	AAA_lid_3	AAA+ lid domain	1.6e-09	507	542
5598	Beaba1|3597	PF07724	AAA_2	AAA domain (Cdc48 subfamily)	0.00021	339	444
5599	Beaba1|3598	PF00617	RasGEF	RasGEF domain	1.3e-46	1505	1698
5600	Beaba1|3598	PF00618	RasGEF_N	RasGEF N-terminal motif	1.3e-11	379	470
5601	Beaba1|3599	PF00318	Ribosomal_S2	Ribosomal protein S2	1.3e-07	20	115
5602	Beaba1|3599	PF00318	Ribosomal_S2	Ribosomal protein S2	2.9e-14	119	184
5603	Beaba1|3599	PF16122	40S_SA_C	40S ribosomal protein SA C-terminus	1.2e-06	205	290
5604	Beaba1|36	PF00071	Ras	Ras family	3.7e-26	28	126
5605	Beaba1|36	PF00071	Ras	Ras family	3.1e-11	168	222
5606	Beaba1|36	PF08477	Roc	Ras of Complex, Roc, domain of DAPkinase	3.6e-12	27	112
5607	Beaba1|360	PF00888	Cullin	Cullin family	2.8e-24	528	739
5608	Beaba1|360	PF08672	ANAPC2	Anaphase promoting complex (APC) subunit 2	4.5e-19	799	857
5609	Beaba1|3600	PF00312	Ribosomal_S15	Ribosomal protein S15	2.6e-24	220	294
5610	Beaba1|3601	PF01992	vATP-synt_AC39	ATP synthase (C/AC39) subunit	8.7e-98	13	352
5611	Beaba1|3602	PF01798	Nop	snoRNA binding domain, fibrillarin	9.9e-78	171	406
5612	Beaba1|3602	PF08156	NOP5NT	NOP5NT (NUC127) domain	1.3e-21	4	67
5613	Beaba1|3603	PF01145	Band_7	SPFH domain / Band 7 family	4.8e-27	102	271
5614	Beaba1|3604	PF03256	ANAPC10	Anaphase-promoting complex, subunit 10 (APC10)	2e-47	295	456
5615	Beaba1|3607	PF00026	Asp	Eukaryotic aspartyl protease	3.2e-56	91	411
5616	Beaba1|3607	PF14543	TAXi_N	Xylanase inhibitor N-terminal	3.1e-09	91	207
5617	Beaba1|3607	PF14541	TAXi_C	Xylanase inhibitor C-terminal	2.7e-06	335	410
5618	Beaba1|3608	PF00012	HSP70	Hsp70 protein	2.9e-50	29	654
5619	Beaba1|3608	PF00012	HSP70	Hsp70 protein	5.1e-05	688	789
5620	Beaba1|3611	PF01920	Prefoldin_2	Prefoldin subunit	3.4e-24	28	133
5621	Beaba1|3613	PF07690	MFS_1	Major Facilitator Superfamily	2.7e-27	69	308
5622	Beaba1|3613	PF00083	Sugar_tr	Sugar (and other) transporter	1.8e-16	106	234
5623	Beaba1|3613	PF06609	TRI12	Fungal trichothecene efflux pump (TRI12)	6e-15	70	309
5624	Beaba1|3615	PF00155	Aminotran_1_2	Aminotransferase class I and II	9.3e-37	84	429
5625	Beaba1|3616	PF00109	ketoacyl-synt	Beta-ketoacyl synthase, N-terminal domain	2.1e-63	34	281
5626	Beaba1|3616	PF00698	Acyl_transf_1	Acyl transferase domain	1.5e-59	547	862
5627	Beaba1|3616	PF14765	PS-DH	Polyketide synthase dehydratase	2.6e-57	919	1191
5628	Beaba1|3616	PF08659	KR	KR domain	2.5e-56	2080	2257
5629	Beaba1|3616	PF02801	Ketoacyl-synt_C	Beta-ketoacyl synthase, C-terminal domain	1.9e-32	290	403
5630	Beaba1|3616	PF16197	KAsynt_C_assoc	Ketoacyl-synthetase C-terminal extension	2.5e-26	406	521
5631	Beaba1|3616	PF13489	Methyltransf_23	Methyltransferase domain	1.6e-13	1351	1519
5632	Beaba1|3616	PF08242	Methyltransf_12	Methyltransferase domain	8.6e-12	1362	1464
5633	Beaba1|3616	PF13847	Methyltransf_31	Methyltransferase domain	2.4e-10	1357	1479
5634	Beaba1|3616	PF08241	Methyltransf_11	Methyltransferase domain	2.3e-06	1363	1466
5635	Beaba1|3616	PF08240	ADH_N	Alcohol dehydrogenase GroES-like domain	2.3e-06	1758	1815
5636	Beaba1|3616	PF00106	adh_short	short chain dehydrogenase	2.1e-06	2083	2240
5637	Beaba1|3616	PF00550	PP-binding	Phosphopantetheine attachment site	0.00014	2395	2457
5638	Beaba1|3617	PF07690	MFS_1	Major Facilitator Superfamily	5.6e-42	135	516
5639	Beaba1|3617	PF00083	Sugar_tr	Sugar (and other) transporter	1.7e-14	158	303
5640	Beaba1|3617	PF00854	PTR2	POT family	7.9e-06	234	291
5641	Beaba1|3619	PF07690	MFS_1	Major Facilitator Superfamily	4.7e-35	100	483
5642	Beaba1|3619	PF00083	Sugar_tr	Sugar (and other) transporter	6.6e-06	126	271
5643	Beaba1|3620	PF05071	NDUFA12	NADH ubiquinone oxidoreductase subunit NDUFA12	4.1e-09	28	100
5644	Beaba1|3621	PF07690	MFS_1	Major Facilitator Superfamily	1e-36	146	509
5645	Beaba1|3621	PF00083	Sugar_tr	Sugar (and other) transporter	4.6e-09	153	315
5646	Beaba1|3622	PF00307	CH	Calponin homology (CH) domain	1.8e-13	24	127
5647	Beaba1|3623	PF00856	SET	SET domain	3.7e-07	252	514
5648	Beaba1|3624	PF01182	Glucosamine_iso	Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase	8.7e-70	15	236
5649	Beaba1|3626	PF03357	Snf7	Snf7	6.6e-25	23	196
5650	Beaba1|3627	PF04969	CS	CS domain	1.7e-08	23	92
5651	Beaba1|3628	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	5.5e-16	69	139
5652	Beaba1|3628	PF13865	FoP_duplication	C-terminal duplication domain of Friend of PRMT1	1.7e-08	166	223
5653	Beaba1|363	PF08636	Pkr1	ER protein Pkr1	6.7e-32	2	73
5654	Beaba1|3632	PF06330	TRI5	Trichodiene synthase (TRI5)	7.5e-15	75	314
5655	Beaba1|3636	PF07779	Cas1_AcylT	10 TM Acyl Transferase domain found in Cas1p	2.8e-117	316	769
5656	Beaba1|3173	PF00153	Mito_carr	Mitochondrial carrier protein	1.4e-16	9	93
5657	Beaba1|3173	PF00153	Mito_carr	Mitochondrial carrier protein	6.8e-15	106	207
5658	Beaba1|3173	PF00153	Mito_carr	Mitochondrial carrier protein	8.7e-16	214	296
5659	Beaba1|3175	PF00621	RhoGEF	RhoGEF domain	6e-20	251	452
5660	Beaba1|3176	PF01370	Epimerase	NAD dependent epimerase/dehydratase family	4.8e-11	7	250
5661	Beaba1|3176	PF01073	3Beta_HSD	3-beta hydroxysteroid dehydrogenase/isomerase family	3e-11	8	255
5662	Beaba1|3176	PF13460	NAD_binding_10	NAD(P)H-binding	2.5e-06	10	147
5663	Beaba1|3176	PF07993	NAD_binding_4	Male sterility protein	3.8e-05	9	219
5664	Beaba1|3177	PF04082	Fungal_trans	Fungal specific transcription factor domain	3.3e-08	151	295
5665	Beaba1|3177	PF00172	Zn_clus	Fungal Zn(2)-Cys(6) binuclear cluster domain	2e-07	15	51
5666	Beaba1|3179	PF00122	E1-E2_ATPase	E1-E2 ATPase	4.3e-29	143	263
5667	Beaba1|3179	PF00689	Cation_ATPase_C	Cation transporting ATPase, C-terminus	2.4e-21	848	1043
5668	Beaba1|3179	PF00702	Hydrolase	haloacid dehalogenase-like hydrolase	8e-17	582	772
5669	Beaba1|3179	PF13246	Cation_ATPase	Cation transport ATPase (P-type)	5.6e-17	472	570
5670	Beaba1|3179	PF00690	Cation_ATPase_N	Cation transporter/ATPase, N-terminus	6e-17	34	99
5671	Beaba1|3179	PF08282	Hydrolase_3	haloacid dehalogenase-like hydrolase	1.7e-05	752	804
5672	Beaba1|318	PF00501	AMP-binding	AMP-binding enzyme	2.6e-62	20	432
5673	Beaba1|318	PF13193	AMP-binding_C	AMP-binding enzyme C-terminal domain	1.6e-06	440	518
5674	Beaba1|3180	PF11951	Fungal_trans_2	Fungal specific transcription factor domain	2.5e-33	151	542
5675	Beaba1|3180	PF00172	Zn_clus	Fungal Zn(2)-Cys(6) binuclear cluster domain	1.7e-06	10	41
5676	Beaba1|3181	PF00096	zf-C2H2	Zinc finger, C2H2 type	0.00042	222	244
5677	Beaba1|3181	PF00096	zf-C2H2	Zinc finger, C2H2 type	0.0036	250	275
5678	Beaba1|3185	PF01370	Epimerase	NAD dependent epimerase/dehydratase family	1.5e-22	7	254
5679	Beaba1|3185	PF01073	3Beta_HSD	3-beta hydroxysteroid dehydrogenase/isomerase family	5.2e-18	8	248
5680	Beaba1|3185	PF16363	GDP_Man_Dehyd	GDP-mannose 4,6 dehydratase	2.5e-11	8	185
5681	Beaba1|3185	PF07993	NAD_binding_4	Male sterility protein	2.1e-12	9	202
5682	Beaba1|3185	PF13460	NAD_binding_10	NAD(P)H-binding	9.9e-10	11	143
5683	Beaba1|3185	PF05368	NmrA	NmrA-like family	1.2e-06	7	131
5684	Beaba1|3186	PF02114	Phosducin	Phosducin	7.2e-12	75	240
5685	Beaba1|3187	PF01667	Ribosomal_S27e	Ribosomal protein S27	2.7e-27	70	124
5686	Beaba1|319	PF00082	Peptidase_S8	Subtilase family	4.2e-26	148	363
5687	Beaba1|319	PF05922	Inhibitor_I9	Peptidase inhibitor I9	1.8e-19	26	106
5688	Beaba1|3190	PF02301	HORMA	HORMA domain	6.2e-11	22	221
5689	Beaba1|3191	PF00206	Lyase_1	Lyase	9.6e-41	59	302
5690	Beaba1|3191	PF14698	ASL_C2	Argininosuccinate lyase C-terminal	3.3e-14	369	444
5691	Beaba1|3194	PF00617	RasGEF	RasGEF domain	8.9e-47	524	706
5692	Beaba1|3194	PF00618	RasGEF_N	RasGEF N-terminal motif	1e-12	302	391
5693	Beaba1|3196	PF04438	zf-HIT	HIT zinc finger	9.9e-10	26	54
5694	Beaba1|3197	PF08712	Nfu_N	Scaffold protein Nfu/NifU N terminal	4.8e-28	98	192
5695	Beaba1|3197	PF01106	NifU	NifU-like domain	1.6e-25	230	296
5696	Beaba1|3198	PF04468	PSP1	PSP1 C-terminal conserved region	9.1e-28	621	704
5697	Beaba1|320	PF04100	Vps53_N	Vps53-like, N-terminal	2.2e-108	14	390
5698	Beaba1|320	PF10475	Vps54_N	Vacuolar-sorting protein 54, of GARP complex	4.9e-07	15	194
5699	Beaba1|3200	PF00827	Ribosomal_L15e	Ribosomal L15	3.9e-89	2	187
5700	Beaba1|3201	PF00266	Aminotran_5	Aminotransferase class-V	6.5e-32	42	475
5701	Beaba1|3202	PF04185	Phosphoesterase	Phosphoesterase family	2.1e-60	39	410
5702	Beaba1|3203	PF00089	Trypsin	Trypsin	5.1e-40	27	227
5703	Beaba1|3203	PF13365	Trypsin_2	Trypsin-like peptidase domain	2.5e-10	50	220
5704	Beaba1|3204	PF05960	DUF885	Bacterial protein of unknown function (DUF885)	5.6e-47	42	542
5705	Beaba1|3206	PF00149	Metallophos	Calcineurin-like phosphoesterase	6e-29	184	503
5706	Beaba1|3206	PF14008	Metallophos_C	Iron/zinc purple acid phosphatase-like protein C	1.9e-14	534	596
5707	Beaba1|3206	PF16656	Pur_ac_phosph_N	Purple acid Phosphatase, N-terminal domain	9.3e-14	76	174
5708	Beaba1|3207	PF01425	Amidase	Amidase	9.3e-76	56	511
5709	Beaba1|3208	PF04082	Fungal_trans	Fungal specific transcription factor domain	6.6e-09	207	373
5710	Beaba1|3209	PF00999	Na_H_Exchanger	Sodium/hydrogen exchanger family	8.2e-39	15	465
5711	Beaba1|321	PF07992	Pyr_redox_2	Pyridine nucleotide-disulphide oxidoreductase	1.4e-50	4	301
5712	Beaba1|321	PF13738	Pyr_redox_3	Pyridine nucleotide-disulphide oxidoreductase	4.4e-17	65	286
5713	Beaba1|321	PF00070	Pyr_redox	Pyridine nucleotide-disulphide oxidoreductase	7.1e-16	156	228
5714	Beaba1|3211	PF05577	Peptidase_S28	Serine carboxypeptidase S28	2.1e-46	61	518
5715	Beaba1|3212	PF07690	MFS_1	Major Facilitator Superfamily	5.3e-38	64	431
5716	Beaba1|3213	PF00026	Asp	Eukaryotic aspartyl protease	3e-46	76	386
5717	Beaba1|3214	PF12763	EF-hand_4	Cytoskeletal-regulatory complex EF hand	2.5e-10	8	69
5718	Beaba1|3215	PF10906	Mrx7	MIOREX complex component 7	7.6e-08	20	81
5719	Beaba1|3216	PF09351	DUF1993	Domain of unknown function (DUF1993)	1.2e-45	3	159
5720	Beaba1|3217	PF07350	DUF1479	Protein of unknown function (DUF1479)	7.1e-162	47	474
5721	Beaba1|3218	PF07989	Cnn_1N	Centrosomin N-terminal motif 1	2.4e-22	396	468
5722	Beaba1|322	PF05572	Peptidase_M43	Pregnancy-associated plasma protein-A	1e-18	125	251
5723	Beaba1|3221	PF00491	Arginase	Arginase family	2.3e-73	13	316
5724	Beaba1|3222	PF00069	Pkinase	Protein kinase domain	1.3e-10	24	110
5725	Beaba1|3223	PF05686	Glyco_transf_90	Glycosyl transferase family 90	3.5e-08	361	596
5726	Beaba1|3224	PF00398	RrnaAD	Ribosomal RNA adenine dimethylase	7.8e-06	101	260
5727	Beaba1|3225	PF00456	Transketolase_N	Transketolase, thiamine diphosphate binding domain	8.1e-155	6	339
5728	Beaba1|3225	PF02779	Transket_pyr	Transketolase, pyrimidine binding domain	2.8e-44	355	531
5729	Beaba1|3225	PF02780	Transketolase_C	Transketolase, C-terminal domain	3.2e-12	546	656
5730	Beaba1|3226	PF00004	AAA	ATPase family associated with various cellular activities (AAA)	4.2e-41	165	293
5731	Beaba1|3226	PF09336	Vps4_C	Vps4 C terminal oligomerisation domain	2e-25	367	427
5732	Beaba1|3226	PF04212	MIT	MIT (microtubule interacting and transport) domain	1.8e-16	7	71
5733	Beaba1|3226	PF17862	AAA_lid_3	AAA+ lid domain	1.4e-06	319	352
5734	Beaba1|3226	PF05496	RuvB_N	Holliday junction DNA helicase RuvB P-loop domain	7e-07	157	254
5735	Beaba1|3227	PF01920	Prefoldin_2	Prefoldin subunit	9.2e-19	11	111
5736	Beaba1|3228	PF01398	JAB	JAB1/Mov34/MPN/PAD-1 ubiquitin protease	3.8e-14	345	446
5737	Beaba1|3228	PF08969	USP8_dimer	USP8 dimerisation domain	4.1e-05	14	107
5738	Beaba1|323	PF00478	IMPDH	IMP dehydrogenase / GMP reductase domain	3e-127	41	525
5739	Beaba1|323	PF00571	CBS	CBS domain	0.00034	129	175
5740	Beaba1|323	PF00571	CBS	CBS domain	5.7e-07	185	237
5741	Beaba1|323	PF01070	FMN_dh	FMN-dependent dehydrogenase	9.3e-08	284	399
5742	Beaba1|3230	PF00135	COesterase	Carboxylesterase family	2.5e-69	26	501
5743	Beaba1|3231	PF01264	Chorismate_synt	Chorismate synthase	5.3e-37	50	171
5744	Beaba1|3232	PF03169	OPT	OPT oligopeptide transporter protein	1.3e-159	148	818
5745	Beaba1|3235	PF00251	Glyco_hydro_32N	Glycosyl hydrolases family 32 N-terminal domain	3.2e-77	60	367
5746	Beaba1|3236	PF01644	Chitin_synth_1	Chitin synthase	5e-75	506	668
5747	Beaba1|3236	PF08407	Chitin_synth_1N	Chitin synthase N-terminal	3.6e-27	434	505
5748	Beaba1|3236	PF03142	Chitin_synth_2	Chitin synthase	7.9e-20	646	836
5749	Beaba1|3237	PF01077	NIR_SIR	Nitrite and sulphite reductase 4Fe-4S domain	5e-48	1121	1291
5750	Beaba1|3237	PF01077	NIR_SIR	Nitrite and sulphite reductase 4Fe-4S domain	0.01	1437	1518
5751	Beaba1|3237	PF03460	NIR_SIR_ferr	Nitrite/Sulfite reductase ferredoxin-like half domain	6.1e-13	1027	1086
5752	Beaba1|3237	PF03460	NIR_SIR_ferr	Nitrite/Sulfite reductase ferredoxin-like half domain	3.3e-14	1311	1377
5753	Beaba1|3237	PF00258	Flavodoxin_1	Flavodoxin	1.9e-28	799	941
5754	Beaba1|3238	PF08552	Kei1	Inositolphosphorylceramide synthase subunit Kei1	1.2e-56	17	186
5755	Beaba1|3239	PF06026	Rib_5-P_isom_A	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)	1.5e-43	60	247
5756	Beaba1|324	PF00583	Acetyltransf_1	Acetyltransferase (GNAT) family	2.6e-12	71	149
5757	Beaba1|324	PF08445	FR47	FR47-like protein	7.5e-08	82	153
5758	Beaba1|324	PF13508	Acetyltransf_7	Acetyltransferase (GNAT) domain	1.6e-06	92	150
5759	Beaba1|324	PF13673	Acetyltransf_10	Acetyltransferase (GNAT) domain	2.5e-06	99	153
5760	Beaba1|3240	PF00071	Ras	Ras family	2.4e-58	16	174
5761	Beaba1|3240	PF08477	Roc	Ras of Complex, Roc, domain of DAPkinase	3.5e-36	16	131
5762	Beaba1|3240	PF00025	Arf	ADP-ribosylation factor family	6.8e-18	12	174
5763	Beaba1|3240	PF09439	SRPRB	Signal recognition particle receptor beta subunit	2.8e-05	16	145
5764	Beaba1|3241	PF07767	Nop53	Nop53 (60S ribosomal biogenesis)	4.6e-110	22	410
5765	Beaba1|3242	PF07992	Pyr_redox_2	Pyridine nucleotide-disulphide oxidoreductase	1.2e-38	166	484
5766	Beaba1|3242	PF00070	Pyr_redox	Pyridine nucleotide-disulphide oxidoreductase	4.2e-10	329	409
5767	Beaba1|3242	PF00036	EF-hand_1	EF hand	6.8e-07	540	565
5768	Beaba1|3243	PF00485	PRK	Phosphoribulokinase / Uridine kinase family	5.3e-58	25	212
5769	Beaba1|3243	PF14681	UPRTase	Uracil phosphoribosyltransferase	3.2e-39	257	436
5770	Beaba1|3243	PF07931	CPT	Chloramphenicol phosphotransferase-like protein	2.3e-05	25	80
5771	Beaba1|3244	PF00010	HLH	Helix-loop-helix DNA-binding domain	7.3e-07	118	168
5772	Beaba1|3245	PF12296	HsbA	Hydrophobic surface binding protein A	1.4e-16	28	141
5773	Beaba1|3246	PF12296	HsbA	Hydrophobic surface binding protein A	8.5e-22	26	142
5774	Beaba1|3247	PF12296	HsbA	Hydrophobic surface binding protein A	3.6e-16	27	142
5775	Beaba1|3248	PF07690	MFS_1	Major Facilitator Superfamily	3e-21	140	491
5776	Beaba1|325	PF00444	Ribosomal_L36	Ribosomal protein L36	4.3e-22	54	97
5777	Beaba1|3250	PF05859	Mis12	Mis12 protein	1.9e-44	11	186
5778	Beaba1|3251	PF13812	PPR_3	Pentatricopeptide repeat domain	4.6e-06	590	640
5779	Beaba1|3252	PF13417	GST_N_3	Glutathione S-transferase, N-terminal domain	2.4e-08	13	92
5780	Beaba1|3252	PF02798	GST_N	Glutathione S-transferase, N-terminal domain	1e-06	10	86
5781	Beaba1|3252	PF13409	GST_N_2	Glutathione S-transferase, N-terminal domain	1.9e-06	18	88
5782	Beaba1|3252	PF14497	GST_C_3	Glutathione S-transferase, C-terminal domain	1.5e-05	167	242
5783	Beaba1|3252	PF00043	GST_C	Glutathione S-transferase, C-terminal domain	6.5e-05	171	239
5784	Beaba1|3254	PF13409	GST_N_2	Glutathione S-transferase, N-terminal domain	2.1e-07	29	104
5785	Beaba1|3254	PF13410	GST_C_2	Glutathione S-transferase, C-terminal domain	8.7e-07	204	261
5786	Beaba1|3254	PF13417	GST_N_3	Glutathione S-transferase, N-terminal domain	3.2e-06	29	107
5787	Beaba1|3255	PF14033	DUF4246	Protein of unknown function (DUF4246)	1.1e-170	103	726
5788	Beaba1|3256	PF05470	eIF-3c_N	Eukaryotic translation initiation factor 3 subunit 8 N-terminus	3.9e-173	67	630
5789	Beaba1|3256	PF01399	PCI	PCI domain	1.1e-13	645	774
5790	Beaba1|3257	PF01521	Fe-S_biosyn	Iron-sulphur cluster biosynthesis	7.2e-12	103	228
5791	Beaba1|3258	PF08079	Ribosomal_L30_N	Ribosomal L30 N-terminal domain	8.1e-26	90	161
5792	Beaba1|3258	PF00327	Ribosomal_L30	Ribosomal protein L30p/L7e	1.3e-16	167	216
5793	Beaba1|3259	PF00411	Ribosomal_S11	Ribosomal protein S11	2.8e-46	29	147
5794	Beaba1|3260	PF00176	SNF2_N	SNF2 family N-terminal domain	5.8e-67	409	711
5795	Beaba1|3260	PF00271	Helicase_C	Helicase conserved C-terminal domain	4e-15	744	845
5796	Beaba1|3260	PF04851	ResIII	Type III restriction enzyme, res subunit	3.7e-08	398	579
5797	Beaba1|3261	PF08546	ApbA_C	Ketopantoate reductase PanE/ApbA C terminal	1.3e-26	306	458
5798	Beaba1|3261	PF02558	ApbA	Ketopantoate reductase PanE/ApbA	8.4e-17	90	266
5799	Beaba1|3262	PF13921	Myb_DNA-bind_6	Myb-like DNA-binding domain	2.5e-07	216	261
5800	Beaba1|3263	PF08083	PROCN	PROCN (NUC071) domain	6.3e-235	429	835
5801	Beaba1|3263	PF12134	PRP8_domainIV	PRP8 domain IV core	4.4e-125	1959	2186
5802	Beaba1|3263	PF10596	U6-snRNA_bdg	U6-snRNA interacting domain of PrP8	5.8e-24	1476	1541
5803	Beaba1|3263	PF10596	U6-snRNA_bdg	U6-snRNA interacting domain of PrP8	3.2e-57	1689	1797
5804	Beaba1|3263	PF08082	PRO8NT	PRO8NT (NUC069), PrP8 N-terminal domain	3.9e-78	79	230
5805	Beaba1|3263	PF10597	U5_2-snRNA_bdg	U5-snRNA binding site 2 of PrP8	1.5e-70	1244	1376
5806	Beaba1|3263	PF10598	RRM_4	RNA recognition motif of the spliceosomal PrP8	9.6e-46	1020	1110
5807	Beaba1|3263	PF08084	PROCT	PROCT (NUC072) domain	8.6e-44	2410	2529
5808	Beaba1|3263	PF05203	Hom_end_hint	Hom_end-associated Hint	6e-08	1541	1643
5809	Beaba1|3265	PF06487	SAP18	Sin3 associated polypeptide p18 (SAP18)	2.9e-34	11	147
5810	Beaba1|8689	PF00732	GMC_oxred_N	GMC oxidoreductase	1.9e-44	64	384
5811	Beaba1|8689	PF05199	GMC_oxred_C	GMC oxidoreductase	8e-38	496	635
5812	Beaba1|8689	PF00890	FAD_binding_2	FAD binding domain	4e-05	65	347
5813	Beaba1|8690	PF01494	FAD_binding_3	FAD binding domain	1.9e-11	121	304
5814	Beaba1|8690	PF06314	ADC	Acetoacetate decarboxylase (ADC)	5.2e-13	395	557
5815	Beaba1|8690	PF07992	Pyr_redox_2	Pyridine nucleotide-disulphide oxidoreductase	5.2e-07	18	134
5816	Beaba1|8690	PF13450	NAD_binding_8	NAD(P)-binding Rossmann-like domain	6.8e-06	20	68
5817	Beaba1|8691	PF00903	Glyoxalase	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	2.3e-09	166	290
5818	Beaba1|8694	PF08530	PepX_C	X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain	6.3e-39	356	590
5819	Beaba1|8694	PF02129	Peptidase_S15	X-Pro dipeptidyl-peptidase (S15 family)	8.3e-39	36	278
5820	Beaba1|8695	PF00082	Peptidase_S8	Subtilase family	6.3e-42	164	583
5821	Beaba1|8695	PF06280	fn3_5	Fn3-like domain	2.1e-16	625	738
5822	Beaba1|8696	PF06330	TRI5	Trichodiene synthase (TRI5)	2.6e-151	5	343
5823	Beaba1|8696	PF00144	Beta-lactamase	Beta-lactamase	7.1e-38	420	749
5824	Beaba1|8697	PF02458	Transferase	Transferase family	4.9e-19	141	446
