module_identity,kTotal,enriched_in_module,gene_name,gene_desc,rhy_ocflo_okim,rhy_ocflo_beau_cluster3,rhy_ocflo_beau_cluster4,inf_v_control,abs_log2FC,control_rhy24,inf_rhy24,signalP,SSP,TMHMM,arb2_gene,GOs,pfams,sc16a_homolog,BH_pval,control_pval,inf_pval
OC7,67.22,NA,GQ602_001955,predicted protein,no,no,no,NA,0.073316776,NA,NA,NA,NA,NA,Ophcf2|01955,NA,NA,Ophio5|4738,0.456905962,NA,NA
OC7,67.22,NA,GQ602_000151,related to SFT2-suppressor of sed5 ts mutants,no,no,no,NA,0.049101288,NA,yes,NA,NA,4;,Ophcf2|00151,GO:0051234|establishment of localization; GO:0016192|vesicle-mediated transport; GO:0006810|transport; GO:0008150|biological_process; GO:0051179|localization;,PF04178|Got1;,Ophio5|627,0.534258631,NA,0.03551784
OC7,66.78,NA,GQ602_001218,neutral ceramidase precursor,no,no,no,NA,0.033203712,NA,NA,Has signal peptide;,NA,NA,Ophcf2|01218,NA,PF04734|Ceramidase_alk; PF17048|Ceramidse_alk_C;,Ophio5|723,0.862791824,NA,NA
OC7,66.69,NA,GQ602_004352,aspartic-type endopeptidase (CtsD),no,no,no,NA,0.77157326,NA,NA,NA,NA,1;,Ophcf2|04352,NA,PF00026|Asp; PF14543|TAXi_N;,Ophio5|6061,9.81E-06,NA,NA
OC7,66.51,NA,GQ602_005149,acetyl-CoA synthetase-like protein,no,no,no,NA,0.210200397,NA,NA,NA,NA,NA,Ophcf2|05149,GO:0003824|catalytic activity; GO:0005488|binding; GO:0048037|cofactor binding; GO:0003674|molecular_function; GO:0050662|coenzyme binding;,PF07993|NAD_binding_4; PF00550|PP-binding; PF01370|Epimerase; PF00501|AMP-binding;,Ophio5|6869,0.069464146,NA,NA
OC7,66.38,NA,GQ602_001613,"Major facilitator superfamily domain, general substrate transporter",no,no,no,up,2.322294014,yes,NA,NA,NA,10;,Ophcf2|01613,GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0016021|integral component of membrane; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0051179|localization; GO:0055085|transmembrane transport;,PF07690|MFS_1;,Ophio5|3104,0.000718186,0.03420442,NA
OC7,65.97,NA,GQ602_002857,hypothetical protein CDD80_5234,no,no,no,NA,0.324421406,NA,NA,NA,NA,4;,Ophcf2|02857,NA,PF11374|DUF3176;,Ophio5|8593,2.92E-06,NA,NA
OC7,65.97,NA,GQ602_000696,NCS1 nucleoside transporter family protein,no,no,no,up,1.280855535,yes,NA,NA,NA,10;,Ophcf2|00696,GO:0022857|transmembrane transporter activity; GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0003674|molecular_function; GO:0006810|transport; GO:0008150|biological_process; GO:0016020|membrane; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF02133|Transp_cyt_pur;,Ophio5|4881,6.26E-07,0.03420442,NA
OC7,65.88,NA,GQ602_000559,saccharopine dehydrogenase protein,no,no,no,up,1.385645341,NA,NA,NA,NA,NA,Ophcf2|00559,NA,PF05222|AlaDh_PNT_N;,Ophio5|167,8.02E-07,NA,NA
OC7,65.75,NA,GQ602_004239,TBC domain-containingprotein,no,no,no,NA,0.058648058,NA,NA,NA,NA,NA,Ophcf2|04239,NA,PF00566|RabGAP-TBC;,Ophio5|2411,0.346401761,NA,NA
OC7,65.66,NA,GQ602_005611,phd finger domain-containing protein,no,no,no,NA,0.395445175,NA,NA,NA,NA,NA,Ophcf2|05611,NA,PF00628|PHD;,Ophio5|3043,1.03E-05,NA,NA
OC7,65.05,NA,GQ602_003209,---NA---,no,no,no,NA,0.204751992,NA,NA,NA,NA,NA,Ophcf2|03209,NA,NA,NA,0.732463056,NA,NA
OC7,65,NA,GQ602_002839,hypothetical protein CDD80_6533,no,no,no,NA,0.630346444,NA,NA,NA,NA,NA,Ophcf2|02839,NA,NA,Ophio5|5353,1.20E-06,NA,NA
OC7,64.9,NA,GQ602_004618,putative metabolite transport protein,no,no,no,down,1.447841617,NA,NA,NA,NA,10;,Ophcf2|04618,GO:0022857|transmembrane transporter activity; GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0003674|molecular_function; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0016021|integral component of membrane; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF00083|Sugar_tr; PF07690|MFS_1;,Ophio5|6587,5.13E-15,NA,NA
OC7,64.71,NA,GQ602_003668,TPR-like protein,no,no,no,NA,0.156054327,NA,NA,NA,NA,NA,Ophcf2|03668,GO:0051321|meiotic cell cycle; GO:0007049|cell cycle; GO:0008150|biological_process; GO:0009987|cellular process; GO:0022414|reproductive process;,PF08631|SPO22;,Ophio5|765,0.396923567,NA,NA
OC7,64.44,NA,GQ602_002837,suppressor of Mek1,no,no,no,NA,0.08760158,NA,NA,NA,NA,NA,Ophcf2|02837,NA,PF04802|SMK-1;,Ophio5|7957,0.146482204,NA,NA
OC7,63.49,NA,GQ602_003705,mitochondrial phosphate carrier protein,no,no,no,NA,0.479307837,NA,NA,NA,NA,NA,Ophcf2|03705,NA,PF00153|Mito_carr;,Ophio5|1252,0.007574197,NA,NA
OC7,63.27,NA,GQ602_005634,related to Yip1 domain protein,no,no,no,NA,0.037820658,NA,NA,NA,NA,2;,Ophcf2|05634,NA,NA,Ophio5|1169,0.566648544,NA,NA
OC7,62.77,NA,GQ602_003220,RNA exonuclease,no,no,no,NA,0.122455925,NA,NA,NA,NA,NA,Ophcf2|03220,NA,NA,Ophio5|100,0.047268778,NA,NA
OC7,62.72,NA,GQ602_001529,HBS1-like protein,no,no,no,NA,0.11078053,NA,NA,NA,NA,NA,Ophcf2|01529,NA,PF08938|HBS1_N;,Ophio5|7216,0.322015824,NA,NA
OC7,62.48,NA,GQ602_002786,Glutathione S-transferase/chloride channel,no,no,no,NA,0.304972139,NA,NA,NA,NA,NA,Ophcf2|02786,GO:0003674|molecular_function; GO:0005488|binding; GO:0005515|protein binding;,PF13410|GST_C_2; PF13409|GST_N_2; PF13417|GST_N_3; PF14497|GST_C_3; PF00043|GST_C; PF02798|GST_N;,Ophio5|5279,0.003155702,NA,NA
OC7,61.67,NA,GQ602_005301,SGS-domain-containing protein,no,no,no,NA,0.40386383,NA,NA,NA,NA,NA,Ophcf2|05301,NA,PF05002|SGS; PF04969|CS;,Ophio5|2370,5.96E-06,NA,NA
OC7,61.02,NA,GQ602_006137,AP endonuclease 2,no,no,no,NA,0.019024139,NA,NA,NA,NA,NA,Ophcf2|06137,NA,PF03372|Exo_endo_phos;,Ophio5|3763,0.792422386,NA,NA
OC7,60.98,NA,GQ602_005929,glycosyltransferase family 20 protein,no,no,no,NA,0.209345688,NA,NA,NA,NA,NA,Ophcf2|05929,GO:0005992|trehalose biosynthetic process; GO:0009311|oligosaccharide metabolic process; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0046351|disaccharide biosynthetic process; GO:0034637|cellular carbohydrate biosynthetic process; GO:0005991|trehalose metabolic process; GO:0044237|cellular metabolic process; GO:0044262|cellular carbohydrate metabolic process; GO:0005984|disaccharide metabolic process; GO:0003824|catalytic activity; GO:0044238|primary metabolic process; GO:0016051|carbohydrate biosynthetic process; GO:0009058|biosynthetic process; GO:0008150|biological_process; GO:0005975|carbohydrate metabolic process; GO:0044249|cellular biosynthetic process; GO:0009312|oligosaccharide biosynthetic process; GO:1901576|organic substance biosynthetic process; GO:0008152|metabolic process;,PF02358|Trehalose_PPase; PF00982|Glyco_transf_20;,Ophio5|6531,0.001110569,NA,NA
OC7,60.85,NA,GQ602_006535,Hsp90 co-chaperone Cdc37,no,no,no,NA,0.651310429,NA,NA,NA,NA,NA,Ophcf2|06535,GO:0019901|protein kinase binding; GO:0005488|binding; GO:0003674|molecular_function; GO:0019900|kinase binding; GO:0019899|enzyme binding; GO:0005515|protein binding;,PF08564|CDC37_C; PF03234|CDC37_N; PF08565|CDC37_M;,Ophio5|3217,5.13E-10,NA,NA
OC7,60.58,NA,GQ602_000108,Pre-rRNA-processing protein PNO1,no,no,no,NA,0.357894377,NA,NA,NA,NA,NA,Ophcf2|00108,NA,PF17903|KH_8;,Ophio5|3835,0.000104127,NA,NA
OC7,60.54,NA,GQ602_005991,Autophagy-related protein 16,no,no,no,NA,0.13263369,NA,NA,NA,NA,NA,Ophcf2|05991,NA,PF08614|ATG16;,Ophio5|5681,0.174532509,NA,NA
OC7,60.43,NA,GQ602_001721,deacetylase-like protein,no,no,no,NA,0.060747259,NA,NA,NA,NA,NA,Ophcf2|01721,NA,NA,NA,0.537847329,NA,NA
OC7,60.32,NA,GQ602_006895,hypothetical protein CDD80_4545,no,no,no,NA,0.269273549,NA,NA,Has signal peptide;,NA,2;,Ophcf2|06895,NA,NA,Ophio5|2472,0.101119295,NA,NA
OC7,60.14,NA,GQ602_007188,protein HMF1,no,no,yes,NA,0.010205497,NA,NA,NA,NA,NA,Ophcf2|07188,NA,PF01042|Ribonuc_L-PSP;,Ophio5|556,0.915388215,NA,NA
OC7,60.11,NA,GQ602_006760,related to pisatin demethylase cytochrome P450,no,no,no,NA,0.521231318,NA,NA,NA,NA,3;,Ophcf2|06760,"GO:0005575|cellular_component; GO:0005506|iron ion binding; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0044424|intracellular part; GO:0032991|protein-containing complex; GO:0005488|binding; GO:0043170|macromolecule metabolic process; GO:0046906|tetrapyrrole binding; GO:0043229|intracellular organelle; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0006259|DNA metabolic process; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0048037|cofactor binding; GO:0044260|cellular macromolecule metabolic process; GO:0055114|oxidation-reduction process; GO:0043167|ion binding; GO:0020037|heme binding; GO:0006725|cellular aromatic compound metabolic process; GO:0009059|macromolecule biosynthetic process; GO:0046483|heterocycle metabolic process; GO:0044427|chromosomal part; GO:1901363|heterocyclic compound binding; GO:0044464|cell part; GO:0000808|origin recognition complex; GO:0003824|catalytic activity; GO:0044446|intracellular organelle part; GO:0006139|nucleobase-containing compound metabolic process; GO:0034645|cellular macromolecule biosynthetic process; GO:0016491|oxidoreductase activity; GO:0043231|intracellular membrane-bounded organelle; GO:0005634|nucleus; GO:0044422|organelle part; GO:0006260|DNA replication; GO:0043226|organelle; GO:0043169|cation binding; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:0046872|metal ion binding; GO:0008150|biological_process; GO:0044249|cellular biosynthetic process; GO:1901360|organic cyclic compound metabolic process; GO:0090304|nucleic acid metabolic process; GO:0046914|transition metal ion binding; GO:1901576|organic substance biosynthetic process; GO:0043227|membrane-bounded organelle; GO:0008152|metabolic process;",PF04084|ORC2; PF00067|p450;,Ophio5|3604,3.05E-09,NA,NA
OC7,60.04,NA,GQ602_006872,"Amino acid transporter, transmembrane",no,no,no,NA,0.8848514,NA,NA,NA,NA,11;,Ophcf2|06872,NA,PF01490|Aa_trans;,Ophio5|2916,1.30E-05,NA,NA
OC7,59.6,NA,GQ602_004272,---NA---,no,no,no,NA,0.066805402,NA,NA,NA,NA,NA,Ophcf2|04272,NA,NA,NA,0.489089094,NA,NA
OC7,59.23,NA,GQ602_001977,hypothetical protein CDD80_1870,no,no,no,NA,0.908452049,NA,NA,NA,NA,NA,Ophcf2|01977,NA,NA,Ophio5|4752,0.006190386,NA,NA
OC7,59.11,NA,GQ602_001219,"DNA helicase, UvrD/REP type",no,no,no,NA,0.201863624,NA,NA,NA,NA,NA,Ophcf2|01219,GO:0003824|catalytic activity; GO:0035639|purine ribonucleoside triphosphate binding; GO:0005488|binding; GO:0016787|hydrolase activity; GO:1901265|nucleoside phosphate binding; GO:0097159|organic cyclic compound binding; GO:0017076|purine nucleotide binding; GO:0003674|molecular_function; GO:0032555|purine ribonucleotide binding; GO:0036094|small molecule binding; GO:0005524|ATP binding; GO:0043167|ion binding; GO:0032553|ribonucleotide binding; GO:0032559|adenyl ribonucleotide binding; GO:0000166|nucleotide binding; GO:0030554|adenyl nucleotide binding; GO:0043168|anion binding; GO:1901363|heterocyclic compound binding; GO:0097367|carbohydrate derivative binding; GO:0008144|drug binding;,PF00580|UvrD-helicase; PF13361|UvrD_C; PF13245|AAA_19; PF13538|UvrD_C_2;,Ophio5|722,0.363056126,NA,NA
OC7,58.42,NA,GQ602_004296,splicing factor 3b,no,no,no,NA,0.064918877,NA,NA,NA,NA,NA,Ophcf2|04296,GO:0005575|cellular_component; GO:0043229|intracellular organelle; GO:0043231|intracellular membrane-bounded organelle; GO:0005634|nucleus; GO:0043226|organelle; GO:0043227|membrane-bounded organelle; GO:0044424|intracellular part; GO:0044464|cell part;,PF04037|DUF382; PF04046|PSP;,Ophio5|1391,0.364213169,NA,NA
OC7,58.31,NA,GQ602_000420,related to nuclear pore protein NSP1,no,no,no,NA,0.122069881,NA,NA,NA,NA,NA,Ophcf2|00420,NA,PF13634|Nucleoporin_FG; PF05064|Nsp1_C;,Ophio5|6341,0.051657466,NA,NA
OC7,58.14,NA,GQ602_005704,probable metalloprotease MEP1,no,no,no,NA,0.804548188,NA,NA,Has signal peptide;,NA,NA,Ophcf2|05704,NA,NA,Ophio5|3287,0.001616064,NA,NA
OC7,57.73,NA,GQ602_005113,fumarylacetoacetate hydrolase,no,no,no,NA,0.131073778,NA,NA,NA,NA,NA,Ophcf2|05113,GO:0003824|catalytic activity; GO:0003674|molecular_function;,PF01557|FAA_hydrolase;,Ophio5|643,0.174857831,NA,NA
OC7,57.68,NA,GQ602_002507,Arb2 domain-containing protein,no,no,no,NA,0.84274387,NA,NA,NA,NA,NA,Ophcf2|02507,NA,NA,NA,0.018471891,NA,NA
OC7,57.58,NA,GQ602_001845,hypothetical protein CDD80_233,no,no,yes,NA,0.509848734,yes,NA,NA,NA,NA,Ophcf2|01845,NA,PF17733|DUF5572;,Ophio5|2840,0.00057418,0.021846184,NA
OC7,57.26,NA,GQ602_004481,GATA zinc finger domain-containing protein 7,no,yes,no,NA,0.375835243,NA,NA,NA,NA,NA,Ophcf2|04481,"GO:0009889|regulation of biosynthetic process; GO:0051252|regulation of RNA metabolic process; GO:0097159|organic cyclic compound binding; GO:0019222|regulation of metabolic process; GO:0003674|molecular_function; GO:0031323|regulation of cellular metabolic process; GO:0043565|sequence-specific DNA binding; GO:0010556|regulation of macromolecule biosynthetic process; GO:0005488|binding; GO:0008270|zinc ion binding; GO:0080090|regulation of primary metabolic process; GO:0043167|ion binding; GO:0050789|regulation of biological process; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding; GO:0051171|regulation of nitrogen compound metabolic process; GO:0019219|regulation of nucleobase-containing compound metabolic process; GO:0003677|DNA binding; GO:0010468|regulation of gene expression; GO:1903506|regulation of nucleic acid-templated transcription; GO:0043169|cation binding; GO:0031326|regulation of cellular biosynthetic process; GO:0065007|biological regulation; GO:0046872|metal ion binding; GO:2001141|regulation of RNA biosynthetic process; GO:0050794|regulation of cellular process; GO:0008150|biological_process; GO:0046914|transition metal ion binding; GO:2000112|regulation of cellular macromolecule biosynthetic process; GO:0006355|regulation of transcription, DNA-templated; GO:0060255|regulation of macromolecule metabolic process;",PF00320|GATA;,Ophio5|1586,5.52E-05,NA,NA
OC7,56.46,NA,GQ602_006067,Arv1-like family protein,no,yes,no,NA,0.186699469,NA,NA,NA,NA,1;,Ophcf2|06067,NA,PF04161|Arv1;,Ophio5|894,0.01321011,NA,NA
OC7,56.3,NA,GQ602_001039,hypothetical protein CDD80_6079,no,no,no,NA,0.15838726,NA,NA,NA,NA,NA,Ophcf2|01039,NA,NA,Ophio5|2733,0.153107887,NA,NA
OC7,56.13,NA,GQ602_006869,UBA/TS-N domain containing protein,no,no,no,NA,0.097058421,NA,NA,NA,NA,NA,Ophcf2|06869,GO:0003674|molecular_function; GO:0005488|binding; GO:0005515|protein binding;,PF00789|UBX;,Ophio5|921,0.285493584,NA,NA
OC7,55.49,NA,GQ602_001999,galactose oxidase,no,no,no,NA,0.356706859,NA,NA,NA,NA,NA,Ophcf2|01999,GO:0003674|molecular_function; GO:0005488|binding; GO:0005515|protein binding;,PF07646|Kelch_2;,Ophio5|1377,0.112522602,NA,NA
OC7,55.25,NA,GQ602_002015,vacuolar protein sorting-associated protein,no,no,no,NA,0.289217281,NA,NA,NA,NA,NA,Ophcf2|02015,NA,PF06101|Vps62; PF10419|TFIIIC_sub6;,Ophio5|3321,9.30E-06,NA,NA
OC7,54.58,NA,GQ602_001842,abhydrolase domain-containing protein,no,no,no,NA,0.16898075,NA,NA,NA,NA,NA,Ophcf2|01842,"GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0004525|ribonuclease III activity; GO:0016787|hydrolase activity; GO:0043170|macromolecule metabolic process; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0006396|RNA processing; GO:0004521|endoribonuclease activity; GO:0004540|ribonuclease activity; GO:0016893|endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters; GO:0006725|cellular aromatic compound metabolic process; GO:0046483|heterocycle metabolic process; GO:0140098|catalytic activity, acting on RNA; GO:0003824|catalytic activity; GO:0006139|nucleobase-containing compound metabolic process; GO:0016788|hydrolase activity, acting on ester bonds; GO:0004518|nuclease activity; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0008150|biological_process; GO:0032296|double-stranded RNA-specific ribonuclease activity; GO:0016891|endoribonuclease activity, producing 5'-phosphomonoesters; GO:0090304|nucleic acid metabolic process; GO:1901360|organic cyclic compound metabolic process; GO:0016070|RNA metabolic process; GO:0008152|metabolic process; GO:0004519|endonuclease activity;",PF00636|Ribonuclease_3; PF14622|Ribonucleas_3_3;,Ophio5|2835,0.045350004,NA,NA
OC7,53.69,NA,GQ602_001178,hypothetical protein CDD80_7123,no,no,no,down,2.552522641,NA,NA,NA,NA,NA,Ophcf2|01178,NA,NA,NA,2.20E-09,NA,NA
OC7,53.43,NA,GQ602_006090,bacteriophage N adsorption protein A c-term domain-containing protein,no,no,no,NA,0.387258266,NA,NA,NA,NA,1;,Ophcf2|06090,NA,PF02238|COX7a;,Ophio5|216,0.003500034,NA,NA
OC7,53.35,NA,GQ602_000072,transcription initiation protein spt5,no,no,no,NA,0.296423689,NA,NA,NA,NA,NA,Ophcf2|00072,NA,PF11942|Spt5_N; PF03439|Spt5-NGN; PF12815|CTD;,Ophio5|3189,1.17E-05,NA,NA
OC7,53.24,NA,GQ602_004742,ubiquitin-conjugating enzyme,no,no,no,NA,0.276969357,NA,NA,NA,NA,NA,Ophcf2|04742,NA,PF00179|UQ_con;,Ophio5|4149,5.95E-06,NA,NA
OC7,52.86,NA,GQ602_000856,GCN5-related N acetyltransferase,no,no,no,NA,0.040288119,NA,NA,NA,NA,NA,Ophcf2|00856,NA,PF00583|Acetyltransf_1;,Ophio5|2446,0.620766189,NA,NA
OC7,51.92,NA,GQ602_000974,hypothetical protein CDD80_1331,no,no,no,NA,0.442509021,NA,NA,Has signal peptide;,Small secreted protein;,NA,Ophcf2|00974,NA,NA,Ophio5|2017,0.087120046,NA,NA
OC7,51.76,NA,GQ602_006440,tRNA-specific adenosine deaminase,no,no,no,NA,0.28542502,NA,NA,NA,NA,NA,Ophcf2|06440,"GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0005488|binding; GO:0016787|hydrolase activity; GO:0043170|macromolecule metabolic process; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0003723|RNA binding; GO:0006396|RNA processing; GO:0016814|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines; GO:0006725|cellular aromatic compound metabolic process; GO:0046483|heterocycle metabolic process; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding; GO:0003824|catalytic activity; GO:0006139|nucleobase-containing compound metabolic process; GO:0016810|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; GO:0019239|deaminase activity; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0016070|RNA metabolic process; GO:0008150|biological_process; GO:1901360|organic cyclic compound metabolic process; GO:0090304|nucleic acid metabolic process; GO:0004000|adenosine deaminase activity; GO:0008152|metabolic process;",PF02137|A_deamin;,Ophio5|5982,0.009490723,NA,NA
OC7,51.5,NA,GQ602_005483,hypothetical protein CDD80_4990,no,no,no,NA,0.256190412,NA,NA,NA,NA,NA,Ophcf2|05483,NA,NA,Ophio5|7056,0.668584879,NA,NA
OC7,50.46,NA,GQ602_005341,vacuolar protein sorting 55 superfamily,no,no,no,NA,0.374035167,NA,NA,NA,NA,4;,Ophcf2|05341,NA,PF04133|Vps55;,Ophio5|4914,0.003281881,NA,NA
OC7,49.56,NA,GQ602_006747,Actin-like protein 3,no,no,no,NA,0.209596238,NA,NA,NA,NA,NA,Ophcf2|06747,NA,PF00022|Actin;,Ophio5|5522,0.019583338,NA,NA
OC7,48.93,NA,GQ602_005875,HAD-superfamily phosphatase,no,no,no,NA,0.70385454,NA,NA,NA,NA,NA,Ophcf2|05875,NA,PF09419|PGP_phosphatase;,Ophio5|460,3.50E-05,NA,NA
OC7,48.85,NA,GQ602_004779,glycoside hydrolase family 3 protein,no,no,no,NA,0.346239527,NA,NA,Has signal peptide;,NA,NA,Ophcf2|04779,"GO:0003824|catalytic activity; GO:0016787|hydrolase activity; GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds; GO:0003674|molecular_function; GO:0008150|biological_process; GO:0005975|carbohydrate metabolic process; GO:0071704|organic substance metabolic process; GO:0044238|primary metabolic process; GO:0016798|hydrolase activity, acting on glycosyl bonds; GO:0008152|metabolic process;",PF01915|Glyco_hydro_3_C; PF14310|Fn3-like; PF00933|Glyco_hydro_3;,Ophio5|841,5.14E-06,NA,NA
OC7,48.5,NA,GQ602_002624,---NA---,no,no,no,NA,0.95651984,NA,NA,Has signal peptide;,Small secreted protein;,NA,Ophcf2|02624,NA,NA,NA,0.12079777,NA,NA
OC7,47.46,NA,GQ602_004492,selenoprotein domain-containing protein,no,no,no,up,1.212489111,NA,NA,NA,NA,NA,Ophcf2|04492,NA,PF10262|Rdx;,Ophio5|1601,7.25E-05,NA,NA
OC7,45.58,NA,GQ602_002066,quinone oxidoreductase,no,no,no,NA,0.258129604,NA,NA,NA,NA,NA,Ophcf2|02066,GO:0008152|metabolic process; GO:0008150|biological_process; GO:0055114|oxidation-reduction process;,PF08240|ADH_N; PF00107|ADH_zinc_N; PF13602|ADH_zinc_N_2;,Ophio5|1246,0.430923616,NA,NA
OC8,259.91,NA,GQ602_006231,2-methylcitrate dehydratase,no,no,yes,NA,0.459644175,yes,NA,NA,NA,NA,Ophcf2|06231,GO:0003824|catalytic activity; GO:0003674|molecular_function; GO:0016829|lyase activity;,PF03972|MmgE_PrpD;,Ophio5|2112,0.034486873,0.000593042,NA
OC8,257.16,NA,GQ602_001448,3-ketoacyl-CoA thiolase,no,no,no,NA,0.16304342,yes,NA,NA,NA,NA,Ophcf2|01448,"GO:0003824|catalytic activity; GO:0016740|transferase activity; GO:0003674|molecular_function; GO:0016747|transferase activity, transferring acyl groups other than amino-acyl groups; GO:0016746|transferase activity, transferring acyl groups;",PF00108|Thiolase_N; PF02803|Thiolase_C;,Ophio5|4262,0.703525817,0.001787129,NA
OC8,249.68,NA,GQ602_001067,"homogentisate 1,2-dioxygenase",no,no,yes,NA,0.41143277,yes,NA,NA,NA,NA,Ophcf2|01067,"GO:0043436|oxoacid metabolic process; GO:0003674|molecular_function; GO:0019752|carboxylic acid metabolic process; GO:0044282|small molecule catabolic process; GO:0009056|catabolic process; GO:1902221|erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:1901361|organic cyclic compound catabolic process; GO:0016054|organic acid catabolic process; GO:0055114|oxidation-reduction process; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0006082|organic acid metabolic process; GO:0016702|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen; GO:0009063|cellular amino acid catabolic process; GO:0006725|cellular aromatic compound metabolic process; GO:0019439|aromatic compound catabolic process; GO:0006570|tyrosine metabolic process; GO:0042737|drug catabolic process; GO:0003824|catalytic activity; GO:0051213|dioxygenase activity; GO:0016491|oxidoreductase activity; GO:1901606|alpha-amino acid catabolic process; GO:1902222|erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process; GO:0044281|small molecule metabolic process; GO:1901575|organic substance catabolic process; GO:0006559|L-phenylalanine catabolic process; GO:0006558|L-phenylalanine metabolic process; GO:0044238|primary metabolic process; GO:0006520|cellular amino acid metabolic process; GO:1901565|organonitrogen compound catabolic process; GO:0008150|biological_process; GO:0009072|aromatic amino acid family metabolic process; GO:0016701|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen; GO:1901360|organic cyclic compound metabolic process; GO:0046395|carboxylic acid catabolic process; GO:1901605|alpha-amino acid metabolic process; GO:1901564|organonitrogen compound metabolic process; GO:0004411|homogentisate 1,2-dioxygenase activity; GO:0008152|metabolic process; GO:0044248|cellular catabolic process; GO:0017144|drug metabolic process; GO:0009074|aromatic amino acid family catabolic process;",PF04209|HgmA;,Ophio5|8546,0.199813609,0.001787129,NA
OC8,244.53,NA,GQ602_002152,MFS transporter,no,no,yes,down,4.896589724,yes,NA,NA,NA,10;,Ophcf2|02152,GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0016021|integral component of membrane; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0051179|localization; GO:0055085|transmembrane transport;,PF07690|MFS_1; PF05978|UNC-93;,Ophio5|5935,2.67E-10,0.005101588,NA
OC8,238.49,NA,GQ602_005719,Tetratricopeptide repeat protein 36 -like protein,yes,no,no,NA,0.421459166,yes,NA,NA,NA,NA,Ophcf2|05719,NA,NA,Ophio5|3053,0.104439791,0.00842621,NA
OC8,237.8,NA,GQ602_002090,"Zinc finger, CCHC retroviral-type",no,no,no,NA,0.273983719,yes,NA,NA,NA,NA,Ophcf2|02090,GO:0005488|binding; GO:0008270|zinc ion binding; GO:0097159|organic cyclic compound binding; GO:0046872|metal ion binding; GO:0003674|molecular_function; GO:0043167|ion binding; GO:0043169|cation binding; GO:0046914|transition metal ion binding; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding;,PF13917|zf-CCHC_3; PF00098|zf-CCHC; PF14392|zf-CCHC_4;,Ophio5|512,0.001159147,0.000335449,NA
OC8,237.26,NA,GQ602_006438,oligopeptide transporter OPT-like protein,no,no,yes,down,2.229893721,yes,NA,NA,NA,16;,Ophcf2|06438,GO:0051234|establishment of localization; GO:0006810|transport; GO:0008150|biological_process; GO:0051179|localization; GO:0055085|transmembrane transport;,PF03169|OPT;,Ophio5|5980,1.97E-06,0.005101588,NA
