module_identity,kTotal,enriched_in_module,gene_name,gene_desc,rhy_brain_head_cluster1,for24_nur8,ocflo_UP,ocflo_DOWN,beau_UP,beau_DOWN,rhy24_control,rhy24_ocflo_inf,rhy24_beau_inf,signalP,TMHMM,GOs,pfams
C20,47.64,NA,LOC105249970,serine/threonine-protein kinase GIN4,no,no,no,no,no,no,no,no,no,0,0,GO:0004672|protein kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation,PF00069|Protein kinase domain
C20,47.53,NA,LOC105251534,eukaryotic translation initiation factor 5A,no,no,no,no,no,no,no,no,no,0,0,GO:0003746|translation elongation factor activity; GO:0006452|translational frameshifting; GO:0043022|ribosome binding; GO:0045901|positive regulation of translational elongation; GO:0045905|positive regulation of translational termination,"PF01287|Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold"
C20,47.53,NA,LOC105254803,something about silencing protein 10,no,no,no,no,no,no,no,no,no,0,0,,PF09368|Sas10 C-terminal domain; PF04000|Sas10/Utp3/C1D family
C20,47.41,NA,LOC105258021,vacuolar protein sorting-associated protein 35 isoform X2,no,no,no,no,no,no,no,no,no,0,0,"GO:0015031|protein transport; GO:0030906|retromer, cargo-selective complex; GO:0042147|retrograde transport, endosome to Golgi",PF03635|Vacuolar protein sorting-associated protein 35
C20,47.22,NA,LOC105249653,eukaryotic translation initiation factor 3 subunit M,no,no,no,no,no,no,no,no,no,0,0,,"PF18005|eIF3 subunit M, C-terminal helix; PF01399|PCI domain"
C20,47.14,NA,LOC105254084,pre-mRNA-splicing factor Slu7,no,no,no,no,no,no,yes,no,no,0,0,"GO:0000386|second spliceosomal transesterification activity; GO:0000398|mRNA splicing, via spliceosome; GO:0030628|pre-mRNA 3'-splice site binding",PF11708|Pre-mRNA splicing Prp18-interacting factor
C20,47.08,NA,LOC105259121,putative glycerol kinase 5,no,no,no,no,no,no,no,no,no,0,0,"GO:0005975|carbohydrate metabolic process; GO:0016773|phosphotransferase activity, alcohol group as acceptor","PF02782|FGGY family of carbohydrate kinases, C-terminal domain; PF00370|FGGY family of carbohydrate kinases, N-terminal domain"
C20,47.02,NA,LOC105254528,major facilitator superfamily domain-containing protein 10,no,no,no,no,no,no,no,no,no,0,11,GO:0005887|integral component of plasma membrane; GO:0055085|transmembrane transport,PF07690|Major Facilitator Superfamily
C20,46.85,NA,LOC105248472,biorientation of chromosomes in cell division protein 1-like 1,no,no,no,no,no,no,no,no,no,0,0,,PF05205|COMPASS (Complex proteins associated with Set1p) component shg1
C20,46.73,NA,LOC105250222,pre-mRNA-splicing factor 18,no,no,no,no,no,no,no,no,no,0,0,GO:0005681|spliceosomal complex; GO:0008380|RNA splicing,PF08799|pre-mRNA processing factor 4 (PRP4) like; PF02840|Prp18 domain
C20,46.58,NA,LOC105248738,nucleolar protein 12 isoform X1,no,no,no,no,no,no,yes,no,no,0,0,,PF09805|Nucleolar protein 12 (25kDa)
C20,46.56,NA,LOC105252020,thioredoxin-2,no,no,no,no,no,no,no,no,no,0,0,GO:0045454|cell redox homeostasis,PF00085|Thioredoxin
C20,46.42,NA,LOC105251064,phosphotriesterase-related protein,no,no,no,no,no,no,no,no,no,0,0,GO:0008270|zinc ion binding; GO:0009056|catabolic process,PF02126|Phosphotriesterase family
C20,46.4,NA,LOC105252042,enolase-phosphatase E1,no,no,no,no,no,no,yes,no,no,0,0,,PF00702|haloacid dehalogenase-like hydrolase
C20,46.17,NA,LOC105253255,tubulin-folding cofactor B,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding,PF14560|Ubiquitin-like domain; PF01302|CAP-Gly domain
C20,46.17,NA,LOC105258702,ubiquitin-like protein 4A,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding,PF00240|Ubiquitin family
C20,46.14,NA,LOC105248884,probable RNA-binding protein EIF1AD,no,no,no,no,no,no,yes,no,no,0,0,GO:0003743|translation initiation factor activity; GO:0006413|translational initiation,PF01176|Translation initiation factor 1A / IF-1
C20,46.04,NA,LOC105249319,WD repeat-containing protein 37,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding,"PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat"
C20,45.95,NA,LOC105253792,CSC1-like protein 2,no,no,no,no,no,no,no,no,no,0,11,GO:0016020|membrane,"PF02714|Calcium-dependent channel, 7TM region, putative phosphate; PF13967|Late exocytosis, associated with Golgi transport; PF14703|Cytosolic domain of 10TM putative phosphate transporter"
C20,45.92,NA,LOC105258633,elongation of very long chain fatty acids protein AAEL008004,no,no,no,no,no,no,yes,no,no,0,5,GO:0016021|integral component of membrane,PF01151|GNS1/SUR4 family
C20,45.87,NA,LOC105254631,"39S ribosomal protein L2, mitochondrial",no,no,no,no,no,no,no,no,no,0,0,GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation,"PF03947|Ribosomal Proteins L2, C-terminal domain; PF00181|Ribosomal Proteins L2, RNA binding domain"
C20,45.84,NA,LOC105249933,inosine triphosphate pyrophosphatase,no,no,no,no,no,no,no,no,no,0,0,GO:0009143|nucleoside triphosphate catabolic process; GO:0047429|nucleoside-triphosphate diphosphatase activity,PF01725|Ham1 family
C20,45.78,NA,LOC105251764,uncharacterized protein LOC105251764 isoform X2,no,no,no,no,no,no,yes,no,no,0,1,GO:0003723|RNA binding,PF00013|KH domain; PF00567|Tudor domain
C20,45.69,NA,LOC105249642,NKAP family protein CG6066,no,no,no,no,no,no,yes,no,no,0,0,,PF10500|Nuclear RNA-splicing-associated protein
C20,45.65,NA,LOC105251158,peptidyl-prolyl cis-trans isomerase FKBP8 isoform X1,no,no,no,no,no,no,no,no,no,0,1,GO:0003755|peptidyl-prolyl cis-trans isomerase activity,PF00254|FKBP-type peptidyl-prolyl cis-trans isomerase
C20,45.64,NA,LOC112637050,dehydrogenase/reductase SDR family member 4-like isoform X1,no,no,no,no,no,no,no,no,no,0,0,,PF13561|Enoyl-(Acyl carrier protein) reductase
C20,45.54,NA,LOC105247885,vesicular integral-membrane protein VIP36,no,no,no,no,no,no,yes,no,yes,1,1,GO:0016020|membrane,PF03388|Legume-like lectin family
C20,45.52,NA,LOC105250179,hsp90 co-chaperone Cdc37,no,no,no,no,no,no,no,no,no,0,0,GO:0019901|protein kinase binding,PF08564|Cdc37 C terminal domain; PF03234|Cdc37 N terminal kinase binding; PF08565|Cdc37 Hsp90 binding domain
C20,45.45,NA,LOC105255418,elongin-B,no,no,no,no,no,no,no,no,no,0,0,GO:0006368|transcription elongation from RNA polymerase II promoter; GO:0030891|VCB complex; GO:0070449|elongin complex,
C20,45.38,NA,LOC105258334,NKAP family protein CG6066,no,no,no,no,no,no,yes,no,no,0,0,"GO:0003682|chromatin binding; GO:0007219|Notch signaling pathway; GO:0045892|negative regulation of transcription, DNA-templated",PF06047|NF-kappa-B-activating protein C-terminal domain
C20,45.32,NA,LOC105250345,serine/threonine-protein kinase PLK4 isoform X2,no,no,no,no,no,no,no,no,no,0,0,GO:0004674|protein serine/threonine kinase activity; GO:0005524|ATP binding; GO:0005814|centriole; GO:0006468|protein phosphorylation; GO:0007099|centriole replication,PF18409|Polo-like Kinase 4 Polo Box 2; PF18190|Polo-like Kinase 4 Polo Box 1; PF00069|Protein kinase domain
C20,45.17,NA,LOC105251480,nuclear pore complex protein Nup107,no,no,no,no,no,no,no,no,no,0,0,GO:0005643|nuclear pore; GO:0017056|structural constituent of nuclear pore,PF04121|Nuclear pore protein 84 / 107
C20,45.13,NA,LOC105255002,p53 and DNA damage-regulated protein 1,no,no,no,no,no,no,no,no,no,0,0,,
C20,44.92,NA,LOC105247976,TATA box-binding protein-associated factor RNA polymerase I subunit B,no,no,no,no,no,no,no,no,no,0,0,GO:0001164|RNA polymerase I CORE element sequence-specific DNA binding; GO:0001188|RNA polymerase I preinitiation complex assembly; GO:0070860|RNA polymerase I core factor complex,
C20,44.91,NA,LOC105257071,enhancer of mRNA-decapping protein 4,no,no,no,no,no,no,no,no,no,0,0,,"PF16529|WD40 region of Ge1, enhancer of mRNA-decapping protein"
C20,44.9,NA,LOC105255227,ubiquitin carboxyl-terminal hydrolase 8 isoform X1,no,no,no,no,no,no,no,no,yes,0,0,GO:0016579|protein deubiquitination; GO:0036459|thiol-dependent ubiquitinyl hydrolase activity,PF00443|Ubiquitin carboxyl-terminal hydrolase; PF08969|USP8 dimerisation domain
C20,44.9,NA,LOC105257762,tetratricopeptide repeat protein 5 isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding,PF16669|Tetratricopeptide repeat protein 5 OB fold domain; PF13181|Tetratricopeptide repeat
C20,44.7,NA,LOC105252360,exosome complex component MTR3,no,no,no,no,no,no,no,no,yes,0,0,,"PF01138|3' exoribonuclease family, domain 1"
C20,44.69,NA,LOC105251213,protein FAM114A2 isoform X1,no,no,no,no,no,no,yes,no,no,0,0,,PF05334|Protein of unknown function (DUF719)
C20,44.68,NA,LOC105250099,Sjoegren syndrome nuclear autoantigen 1 homolog isoform X3,no,no,no,no,no,no,no,no,no,0,0,,
C20,44.58,NA,LOC105254268,crossover junction endonuclease MUS81 isoform X2,no,no,no,no,no,no,no,no,no,0,4,GO:0003677|DNA binding; GO:0004518|nuclease activity; GO:0004984|olfactory receptor activity; GO:0005549|odorant binding; GO:0007608|sensory perception of smell; GO:0016020|membrane,PF02949|7tm Odorant receptor; PF02732|ERCC4 domain
C20,44.45,NA,LOC105258810,histone deacetylase complex subunit SAP18,no,no,no,no,no,no,no,no,no,0,0,,PF06487|Sin3 associated polypeptide p18 (SAP18)
C20,44.44,NA,LOC105253907,ribonuclease P protein subunit p25-like protein isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0003676|nucleic acid binding,PF01918|Alba
C20,44.36,NA,LOC105254111,guanine nucleotide-binding protein-like 3 homolog,no,no,no,no,no,no,no,no,no,0,0,GO:0005525|GTP binding,PF01926|50S ribosome-binding GTPase; PF08701|GNL3L/Grn1 putative GTPase
C20,44.36,NA,LOC105256624,RING finger protein 113A,no,no,no,no,no,no,no,no,no,0,0,GO:0046872|metal ion binding,"PF00642|Zinc finger C-x8-C-x5-C-x3-H type (and similar); PF13920|Zinc finger, C3HC4 type (RING finger)"
C20,44.34,NA,LOC105250788,pre-mRNA-processing factor 17,no,no,no,no,no,no,no,no,no,0,0,"GO:0000398|mRNA splicing, via spliceosome; GO:0005515|protein binding; GO:0071013|catalytic step 2 spliceosome","PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat; PF00400|WD domain, G-beta repeat"
C20,44.28,NA,LOC105251248,NAD-dependent protein deacylase Sirt4,no,no,no,no,no,no,no,no,no,0,0,GO:0070403|NAD+ binding,PF02146|Sir2 family
C20,44.25,NA,LOC105256949,uncharacterized protein LOC105256949,no,no,no,no,no,no,no,no,yes,0,0,,PF05253|U11-48K-like CHHC zinc finger; PF05253|U11-48K-like CHHC zinc finger
C20,44.24,NA,LOC105254717,WD repeat-containing protein 60,no,no,no,no,no,no,no,no,no,0,0,,
C20,44.21,NA,LOC105252477,multidrug resistance-associated protein 4,no,no,no,no,no,no,no,no,no,0,12,GO:0005524|ATP binding; GO:0016021|integral component of membrane; GO:0016887|ATPase activity; GO:0042626|ATPase-coupled transmembrane transporter activity; GO:0055085|transmembrane transport,PF00005|ABC transporter; PF00005|ABC transporter; PF00664|ABC transporter transmembrane region; PF00664|ABC transporter transmembrane region
C20,44.14,NA,LOC105255314,uncharacterized protein LOC105255314,no,no,no,no,no,no,yes,no,no,0,0,,
C20,44.05,NA,LOC105257579,bis(5\'-adenosyl)-triphosphatase enpp4-like,no,no,no,no,no,no,no,no,no,3,1,GO:0003824|catalytic activity,PF01663|Type I phosphodiesterase / nucleotide pyrophosphatase
C20,43.99,NA,LOC105253936,mitochondrial E3 ubiquitin protein ligase 1,no,no,no,no,no,no,no,no,no,0,1,GO:0004842|ubiquitin-protein transferase activity; GO:0006996|organelle organization; GO:0016567|protein ubiquitination,"PF12483|E3 Ubiquitin ligase; PF13920|Zinc finger, C3HC4 type (RING finger)"
C20,43.93,NA,LOC105254757,"probable 2-oxoglutarate dehydrogenase E1 component DHKTD1 homolog, mitochondrial",no,no,no,no,no,no,no,no,yes,0,0,GO:0004591|oxoglutarate dehydrogenase (succinyl-transferring) activity; GO:0006099|tricarboxylic acid cycle; GO:0030976|thiamine pyrophosphate binding,"PF00676|Dehydrogenase E1 component; PF02779|Transketolase, pyrimidine binding domain"
C20,43.9,NA,LOC105249628,exportin-1,no,no,no,no,no,no,no,no,no,0,0,GO:0005049|nuclear export signal receptor activity; GO:0006886|intracellular protein transport; GO:0008536|Ran GTPase binding,PF18787|CRM1 / Exportin repeat 3; PF08767|CRM1 C terminal; PF18777|Chromosome region maintenance or exportin repeat; PF03810|Importin-beta N-terminal domain; PF08389|Exportin 1-like protein; PF18784|CRM1 / Exportin repeat 2
C20,43.9,NA,LOC105254562,"39S ribosomal protein L11, mitochondrial",no,no,no,no,no,no,no,no,no,0,0,GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation,"PF03946|Ribosomal protein L11, N-terminal domain; PF00298|Ribosomal protein L11, RNA binding domain"
C20,43.9,NA,LOC105258092,probable chitinase 2,no,no,no,no,no,no,no,no,no,1,0,GO:0005975|carbohydrate metabolic process,PF00704|Glycosyl hydrolases family 18
C20,43.89,NA,LOC105250827,golgin subfamily A member 4 isoform X1,no,no,no,no,no,no,yes,no,no,0,0,,PF01465|GRIP domain
C20,43.86,NA,LOC105250336,nicotinamide riboside kinase 1,no,yes,no,no,no,no,no,no,yes,0,0,GO:0034356|NAD biosynthesis via nicotinamide riboside salvage pathway; GO:0050262|ribosylnicotinamide kinase activity,PF13238|AAA domain
C20,43.8,NA,LOC105256228,cyclic AMP-responsive element-binding protein 1 isoform X1,no,no,no,no,no,no,no,no,no,1,0,"GO:0003700|DNA-binding transcription factor activity; GO:0005515|protein binding; GO:0006355|regulation of transcription, DNA-templated",PF00170|bZIP transcription factor; PF02173|pKID domain
C20,43.74,NA,LOC105249032,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial isoform X1",no,no,no,no,no,no,no,no,no,0,0,GO:0003860|3-hydroxyisobutyryl-CoA hydrolase activity,PF16113|Enoyl-CoA hydratase/isomerase
C20,43.69,NA,LOC105255852,transcription factor BTF3 homolog 4,no,no,no,no,no,no,no,no,no,0,0,,PF01849|NAC domain
C20,43.65,NA,LOC105250822,proteasome inhibitor PI31 subunit,no,no,no,no,no,no,no,no,no,0,0,,PF11566|PI31 proteasome regulator N-terminal; PF08577|PI31 proteasome regulator
C20,43.51,NA,LOC105251748,protein canopy 4,no,no,no,no,no,no,no,no,no,1,0,,PF11938|TLR4 regulator and MIR-interacting MSAP
C20,43.51,NA,LOC105254345,uncharacterized protein LOC105254345 isoform X3,no,no,no,no,no,no,no,no,no,0,0,GO:0046983|protein dimerization activity,PF00010|Helix-loop-helix DNA-binding domain
C20,43.5,NA,LOC105255237,PEST proteolytic signal-containing nuclear protein-like,no,no,no,no,no,no,no,no,no,0,0,GO:0016567|protein ubiquitination,"PF15473|PEST, proteolytic signal-containing nuclear protein family"
C20,43.45,NA,LOC105253895,protein arginine N-methyltransferase 6,no,no,no,no,no,no,yes,no,no,0,0,,PF06325|Ribosomal protein L11 methyltransferase (PrmA)
C20,43.42,NA,LOC105256955,YEATS domain-containing protein 4,no,no,no,no,no,no,no,no,no,0,0,"GO:0006355|regulation of transcription, DNA-templated",PF03366|YEATS family
C20,43.36,NA,LOC105254515,histone RNA hairpin-binding protein,no,no,no,no,no,no,yes,no,no,0,0,GO:0003729|mRNA binding,PF15247|Histone RNA hairpin-binding protein RNA-binding domain
C20,43.36,NA,LOC105258203,pre-mRNA 3\'-end-processing factor FIP1,no,no,no,no,no,no,no,no,no,0,0,,PF05182|Fip1 motif
C20,43.22,NA,LOC105253502,corepressor interacting with RBPJ 1,no,no,no,no,no,no,no,no,no,0,0,GO:0003714|transcription corepressor activity,PF10197|N-terminal domain of CBF1 interacting co-repressor CIR
C20,43.01,NA,LOC105249664,thyroid transcription factor 1-associated protein 26 homolog,no,no,no,no,no,no,no,no,no,0,0,,PF08524|rRNA processing
C20,43.01,NA,LOC105252543,uncharacterized protein LOC105252543,no,no,no,no,no,no,no,no,no,0,0,,PF06625|Protein of unknown function (DUF1151)
C20,42.9,NA,LOC105256139,transmembrane protein 199,no,no,no,no,no,no,no,no,no,0,2,GO:0070072|vacuolar proton-transporting V-type ATPase complex assembly,PF11712|Endoplasmic reticulum-based factor for assembly of V-ATPase
C20,42.82,NA,LOC105256992,ERI1 exoribonuclease 3,no,no,no,no,no,no,no,yes,no,0,0,,PF00929|Exonuclease
C20,42.73,NA,LOC105251180,seipin isoform X1,no,no,no,no,no,no,no,no,yes,0,2,GO:0019915|lipid storage,PF06775|Putative adipose-regulatory protein (Seipin)
C20,42.63,NA,LOC105259105,uncharacterized protein LOC105259105,no,no,no,no,no,no,no,no,no,1,0,,
C20,42.42,NA,LOC105257213,coiled-coil domain-containing protein 43,no,no,no,no,no,no,no,no,no,0,0,,
C20,42.23,NA,LOC105248882,cysteine protease ATG4B isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0004197|cysteine-type endopeptidase activity; GO:0006508|proteolysis; GO:0006914|autophagy,PF03416|Peptidase family C54
C20,42.12,NA,LOC105248972,golgin subfamily A member 2,no,no,no,no,no,no,yes,no,no,0,0,GO:0005794|Golgi apparatus,PF15070|Putative golgin subfamily A member 2-like protein 5; PF15070|Putative golgin subfamily A member 2-like protein 5
C20,42.03,NA,LOC105250738,dysbindin protein homolog,no,no,no,no,no,no,no,no,no,0,0,GO:0005737|cytoplasm,PF04440|Dysbindin (Dystrobrevin binding protein 1)
C20,41.94,NA,LOC105251374,structural maintenance of chromosomes protein 4 isoform X2,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding; GO:0005524|ATP binding; GO:0005694|chromosome; GO:0051276|chromosome organization,PF02463|RecF/RecN/SMC N terminal domain; PF06470|SMC proteins Flexible Hinge Domain
C20,41.89,NA,LOC105249310,proteasome assembly chaperone 2,no,no,no,no,no,no,no,no,no,0,0,,PF09754|PAC2 family
C20,41.88,NA,LOC105251958,DNA polymerase V,no,no,no,no,no,no,no,no,no,0,0,"GO:0003677|DNA binding; GO:0005730|nucleolus; GO:0006355|regulation of transcription, DNA-templated; GO:0008134|transcription factor binding",PF04931|DNA polymerase phi
C20,41.82,NA,LOC105253233,leukotriene A-4 hydrolase,no,no,no,no,no,no,no,no,no,0,0,GO:0008237|metallopeptidase activity; GO:0008270|zinc ion binding,"PF17900|Peptidase M1 N-terminal domain; PF01433|Peptidase family M1 domain; PF09127|Leukotriene A4 hydrolase, C-terminal"
C20,41.81,NA,LOC105256513,arginase-1,no,no,no,no,no,no,no,no,no,0,0,GO:0046872|metal ion binding,PF00491|Arginase family
C20,41.61,NA,LOC105253662,60S ribosomal protein L7,no,no,no,no,no,no,yes,no,no,0,0,,PF08079|Ribosomal L30 N-terminal domain; PF00327|Ribosomal protein L30p/L7e
C20,41.53,NA,LOC105255313,MIP18 family protein galla-1,no,no,no,no,no,no,no,no,no,0,0,GO:0106035|protein maturation by [4Fe-4S] cluster transfer,PF01883|Iron-sulfur cluster assembly protein
C20,41.46,NA,LOC105251453,homologous-pairing protein 2 homolog,no,no,no,no,no,no,yes,no,no,0,0,GO:0007131|reciprocal meiotic recombination,PF07106|TBPIP/Hop2 winged helix domain
C20,41.27,NA,LOC105255398,telomere length regulation protein TEL2 homolog,no,no,no,no,no,no,no,no,no,0,0,GO:0005794|Golgi apparatus; GO:0016020|membrane; GO:0016192|vesicle-mediated transport,PF01417|ENTH domain; PF10193|Telomere length regulation protein
C20,41.17,NA,LOC105254140,transcription elongation regulator 1 isoform X2,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding,PF00397|WW domain; PF00397|WW domain; PF01846|FF domain; PF01846|FF domain; PF01846|FF domain; PF01846|FF domain; PF01846|FF domain; PF01846|FF domain
C20,41.11,NA,LOC105257675,protein crossbronx homolog,no,no,no,no,no,no,no,no,no,0,0,,PF00179|Ubiquitin-conjugating enzyme
C20,41.04,NA,LOC105251621,protein phosphatase methylesterase 1,no,no,no,no,no,no,no,no,no,0,0,GO:0006482|protein demethylation; GO:0051723|protein methylesterase activity,PF12697|Alpha/beta hydrolase family
C20,41.03,NA,LOC105253982,tetratricopeptide repeat protein 1,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding,PF00515|Tetratricopeptide repeat
C20,41.01,NA,LOC105253020,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",no,no,no,no,no,no,no,no,no,0,0,GO:0005506|iron ion binding; GO:0016226|iron-sulfur cluster assembly; GO:0051536|iron-sulfur cluster binding,PF01106|NifU-like domain; PF08712|Scaffold protein Nfu/NifU N terminal
C20,41,NA,LOC105258186,MRG/MORF4L-binding protein,no,no,no,no,no,no,no,no,no,0,0,"GO:0006355|regulation of transcription, DNA-templated; GO:0043189|H4/H2A histone acetyltransferase complex",PF07904|Chromatin modification-related protein EAF7
C20,41,NA,LOC112639641,,no,no,no,no,no,no,no,no,no,,,,
C20,40.79,NA,LOC105251750,"28S ribosomal protein S33, mitochondrial",no,no,no,no,no,no,no,no,no,0,0,,PF08293|Mitochondrial ribosomal subunit S27
C20,40.61,NA,LOC105249127,uncharacterized protein LOC105249127 isoform X1,no,no,no,no,no,no,yes,no,no,0,0,,PF03828|Cid1 family poly A polymerase
C20,40.58,NA,LOC105252741,"enoyl-CoA delta isomerase 1, mitochondrial",no,no,no,no,no,no,no,no,no,0,0,GO:0003824|catalytic activity,PF00378|Enoyl-CoA hydratase/isomerase
C20,40.57,NA,LOC105253585,ejaculatory bulb-specific protein 3,no,no,no,no,no,no,no,no,no,2,0,,"PF03392|Insect pheromone-binding family, A10/OS-D"
C20,40.52,NA,LOC105250069,protein Dr1 isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0000122|negative regulation of transcription by RNA polymerase II; GO:0003714|transcription corepressor activity; GO:0017054|negative cofactor 2 complex,PF00808|Histone-like transcription factor (CBF/NF-Y) and archaeal histone
C20,40.39,NA,LOC105248732,charged multivesicular body protein 4c,no,no,no,no,no,no,no,no,no,0,0,GO:0007034|vacuolar transport,PF03357|Snf7
C20,40.39,NA,LOC105254639,zinc finger CCCH domain-containing protein 13,no,no,no,no,no,no,yes,no,no,0,0,GO:0036396|RNA N6-methyladenosine methyltransferase complex; GO:0046872|metal ion binding; GO:0080009|mRNA methylation,PF00642|Zinc finger C-x8-C-x5-C-x3-H type (and similar)
C20,40.32,NA,LOC105258484,regulator of nonsense transcripts 3A,no,no,no,no,no,no,yes,no,no,0,0,"GO:0000184|nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",PF03467|Smg-4/UPF3 family
C20,40.21,NA,LOC105252018,DNA-directed RNA polymerase I subunit RPA1 isoform X1,no,no,no,no,no,no,no,no,no,0,0,"GO:0003677|DNA binding; GO:0003899|DNA-directed 5'-3' RNA polymerase activity; GO:0005634|nucleus; GO:0006351|transcription, DNA-templated; GO:0008270|zinc ion binding","PF04997|RNA polymerase Rpb1, domain 1; PF04998|RNA polymerase Rpb1, domain 5; PF00623|RNA polymerase Rpb1, domain 2; PF05000|RNA polymerase Rpb1, domain 4; PF04983|RNA polymerase Rpb1, domain 3"
C20,40.2,NA,LOC112639477,proto-oncogene tyrosine-protein kinase ROS-like isoform X1,no,no,no,no,no,no,no,no,no,1,0,GO:0005515|protein binding,PF00041|Fibronectin type III domain
C20,40.15,NA,LOC105255127,"tRNA modification GTPase GTPBP3, mitochondrial isoform X1",no,no,no,no,no,no,no,no,no,0,0,GO:0005525|GTP binding,PF10396|GTP-binding protein TrmE N-terminus; PF01926|50S ribosome-binding GTPase; PF12631|MnmE helical domain
C20,40.06,NA,LOC105256968,RNMT-activating mini protein,no,no,no,no,no,no,no,no,no,0,0,GO:0003723|RNA binding; GO:0005845|mRNA cap binding complex; GO:0106005|RNA 5'-cap (guanine-N7)-methylation,"PF15320|mRNA cap methylation, RNMT-activating mini protein"
C20,40.06,NA,LOC105257779,A disintegrin and metalloproteinase with thrombospondin motifs 7 isoform X2,no,no,no,no,no,no,no,no,no,1,0,GO:0004222|metalloendopeptidase activity; GO:0006508|proteolysis,PF17771|ADAM cysteine-rich domain; PF00090|Thrombospondin type 1 domain; PF00090|Thrombospondin type 1 domain; PF01562|Reprolysin family propeptide; PF01421|Reprolysin (M12B) family zinc metalloprotease; PF05986|ADAM-TS Spacer 1
C20,40.05,NA,LOC105251900,uncharacterized protein LOC105251900,no,no,no,no,no,no,no,no,no,0,0,,PF16021|Programmed cell death protein 7
C20,40.03,NA,LOC105256173,NEDD8,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding,PF00240|Ubiquitin family
C20,40.01,NA,LOC105252806,LOW QUALITY PROTEIN: intraflagellar transport protein 80 homolog,no,no,no,no,no,no,no,no,no,0,0,,
C20,39.94,NA,LOC105256265,histone H3,no,no,no,no,no,no,yes,no,no,0,0,GO:0000786|nucleosome; GO:0003677|DNA binding,PF00125|Core histone H2A/H2B/H3/H4
C20,39.93,NA,LOC105248328,translation initiation factor eIF-2B subunit alpha isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0044237|cellular metabolic process,PF01008|Initiation factor 2 subunit family
C20,39.92,NA,LOC105255417,esterase OVCA2 isoform X1,no,no,no,no,no,no,no,no,no,0,0,,PF03959|Serine hydrolase (FSH1)
C20,39.89,NA,LOC105256614,microfibrillar-associated protein 1,no,no,no,no,no,no,no,no,no,0,0,,PF06991|Microfibril-associated/Pre-mRNA processing
C20,39.84,NA,LOC105259489,X-ray repair cross-complementing protein 5,no,no,no,no,no,no,no,no,no,0,0,GO:0003677|DNA binding; GO:0003678|DNA helicase activity; GO:0006303|double-strand break repair via nonhomologous end joining,PF03730|Ku70/Ku80 C-terminal arm; PF03731|Ku70/Ku80 N-terminal alpha/beta domain; PF02735|Ku70/Ku80 beta-barrel domain
C20,39.75,NA,LOC105248198,nucleolar MIF4G domain-containing protein 1 homolog,no,no,no,no,no,no,no,no,no,0,0,GO:0003723|RNA binding; GO:0005515|protein binding,PF02847|MA3 domain; PF02854|MIF4G domain
C20,39.7,NA,LOC105252296,chromatin assembly factor 1 subunit A-B,no,no,no,no,no,no,no,no,no,0,0,,PF12253|Chromatin assembly factor 1 subunit A
C20,39.64,NA,LOC109609860,,no,no,yes,no,no,no,no,no,no,,,,
C20,39.58,NA,LOC112637270,uncharacterized protein LOC112637270,no,no,no,no,no,no,no,no,no,0,0,,
C20,39.47,NA,LOC105248717,dymeclin,no,no,no,no,no,no,no,no,no,0,0,,PF09742|Dyggve-Melchior-Clausen syndrome protein
C20,39.44,NA,LOC112637460,probable cytochrome P450 6a14,no,no,no,no,no,no,no,no,no,0,2,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450
C20,39.4,NA,LOC105257984,E3 ubiquitin-protein ligase RNF8,no,no,no,no,no,no,yes,no,no,0,0,GO:0005515|protein binding,"PF00498|FHA domain; PF13920|Zinc finger, C3HC4 type (RING finger)"
