#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","JAACLJ010000002.1",2548507,2549531,"-",,,"GQ602_002079","KAF4591780.1",321,"adenosine deaminase family protein"
"Un","JAACLJ010000002.1",2550721,2551047,"-",,,"GQ602_002080","KAF4591781.1",74,"hypothetical protein GQ602_002080"
"Un","JAACLJ010000002.1",2552595,2553309,"+",,,"GQ602_002081","KAF4591782.1",199,"hypothetical protein GQ602_002081"
"Un","JAACLJ010000002.1",2555041,2556942,"-",,,"GQ602_002082","KAF4591783.1",250,"hypothetical protein GQ602_002082"
"Un","JAACLJ010000002.1",2557390,2558043,"+",,,"GQ602_002083","KAF4591784.1",217,"hydrolase"
"Un","JAACLJ010000002.1",2558255,2559141,"-",,,"GQ602_002084","KAF4591785.1",276,"HFBs protein"
"Un","JAACLJ010000002.1",2562230,2564932,"+",,,"GQ602_002085","KAF4591786.1",583,"hypothetical protein GQ602_002085"
"Un","JAACLJ010000002.1",2565508,2566477,"-",,,"GQ602_002086","KAF4591787.1",175,"hypothetical protein GQ602_002086"
"Un","JAACLJ010000002.1",2566815,2567567,"+",,,"GQ602_002087","KAF4591788.1",218,"ERV25 protein"
"Un","JAACLJ010000002.1",2567729,2568523,"+",,,"GQ602_002088","KAF4591789.1",218,"TPR repeat protein"
"Un","JAACLJ010000002.1",2568771,2573347,"-",,,"GQ602_002089","KAF4591790.1",1056,"hypothetical protein GQ602_002089"
"Un","JAACLJ010000002.1",2576150,2577792,"-",,,"GQ602_002090","KAF4591791.1",434,"Zinc finger, CCHC retroviral-type"
"Un","JAACLJ010000002.1",2578969,2582119,"+",,,"GQ602_002091","KAF4591792.1",701,"putative enterotoxin"
"Un","JAACLJ010000002.1",2583037,2583656,"+",,,"GQ602_002092","KAF4591793.1",158,"might be a transmembrane protein"
"Un","JAACLJ010000002.1",2584302,2584970,"+",,,"GQ602_002093","KAF4591794.1",205,"hypothetical protein GQ602_002093"
"Un","JAACLJ010000002.1",2585318,2586154,"-",,,"GQ602_002094","KAF4591795.1",204,"hypothetical protein GQ602_002094"
"Un","JAACLJ010000002.1",2587992,2589982,"-",,,"GQ602_002095","KAF4591796.1",615,"pheromone-processing carboxypeptidase KEX1"
"Un","JAACLJ010000002.1",2591111,2591984,"+",,,"GQ602_002096","KAF4591797.1",208,"putative DUF431 domain protein"
"Un","JAACLJ010000002.1",2597504,2598396,"+",,,"GQ602_002097","KAF4591798.1",236,"ORP1 like protein"
"Un","JAACLJ010000002.1",2598920,2600437,"+",,,"GQ602_002098","KAF4591799.1",505,"ORP1 like protein"
"Un","JAACLJ010000002.1",2601431,2602817,"-",,,"GQ602_002099","KAF4591800.1",399,"SPX domain-containing protein"
"Un","JAACLJ010000002.1",2604967,2605776,"-",,,"GQ602_002100","KAF4591801.1",269,"hypothetical protein GQ602_002100"
"Un","JAACLJ010000002.1",2605992,2606477,"-",,,"GQ602_002101","KAF4591802.1",161,"transforming acidic coiled-coil-containing protein 1-like isoform X4"
"Un","JAACLJ010000002.1",2607088,2609608,"+",,,"GQ602_002102","KAF4591803.1",819,"neutral/alkaline nonlysosomal ceramidase"
"Un","JAACLJ010000002.1",2611180,2612916,"+",,,"GQ602_002103","KAF4591804.1",578,"glycosyltransferase family 31 protein"
"Un","JAACLJ010000002.1",2613305,2614045,"-",,,"GQ602_002104","KAF4591805.1",246,"F-box domain-containing protein"
"Un","JAACLJ010000002.1",2615553,2616533,"-",,,"GQ602_002105","KAF4591806.1",224,"Tctex-1"
"Un","JAACLJ010000002.1",2616806,2617275,"+",,,"GQ602_002106","KAF4591807.1",132,"vacuolar transporter chaperone 1"
"Un","JAACLJ010000002.1",2617762,2618370,"-",,,"GQ602_002107","KAF4591808.1",202,"alba domain-containing protein"
"Un","JAACLJ010000002.1",2620231,2621997,"+",,,"GQ602_002108","KAF4591809.1",588,"ADA HAT complex component 1"
"Un","JAACLJ010000002.1",2622427,2623102,"-",,,"GQ602_002109","KAF4591810.1",169,"CFEM domain-containing protein"
"Un","JAACLJ010000002.1",2624476,2626374,"+",,,"GQ602_002110","KAF4591811.1",606,"WD40 repeat-like-containing domain protein"
"Un","JAACLJ010000002.1",2626606,2627258,"-",,,"GQ602_002111","KAF4591812.1",193,"UDP-N-acetylglucosamine transferase subunit ALG13"
"Un","JAACLJ010000002.1",2627455,2628696,"+",,,"GQ602_002112","KAF4591813.1",394,"xylose isomerase"
"Un","JAACLJ010000002.1",2629960,2631616,"+",,,"GQ602_002113","KAF4591814.1",528,"aldehyde dehydrogenase 3B1"
"Un","JAACLJ010000002.1",2631832,2632724,"-",,,"GQ602_002114","KAF4591815.1",274,"exosome complex component rrp4"
"Un","JAACLJ010000002.1",2633231,2633586,"-",,,"GQ602_002115","KAF4591816.1",95,"exosome complex exonuclease"
"Un","JAACLJ010000002.1",2633747,2635469,"+",,,"GQ602_002116","KAF4591817.1",542,"AP-3 adaptor complex subunit mu"
"Un","JAACLJ010000002.1",2635892,2637061,"+",,,"GQ602_002117","KAF4591818.1",389,"Malonyl CoA-acyl carrier protein transacylase"
"Un","JAACLJ010000002.1",2637510,2639438,"-",,,"GQ602_002118","KAF4591819.1",569,"hypothetical protein GQ602_002118"
"Un","JAACLJ010000002.1",2640600,2641458,"+",,,"GQ602_002119","KAF4591820.1",247,"peptide alpha-N-acetyltransferase"
"Un","JAACLJ010000002.1",2645715,2646032,"+",,,"GQ602_002120","KAF4591821.1",105,"peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A"
"Un","JAACLJ010000002.1",2649548,2650057,"+",,,"GQ602_002121","KAF4591822.1",169,"non-classical secretion pathway, nce2 component"
"Un","JAACLJ010000002.1",2650304,2650649,"-",,,"GQ602_002122","KAF4591823.1",95,"hypothetical protein GQ602_002122"
"Un","JAACLJ010000002.1",2651288,2652724,"+",,,"GQ602_002123","KAF4591824.1",315,"domain found in IF2B/IF5"
"Un","JAACLJ010000002.1",2653422,2657888,"-",,,"GQ602_002124","KAF4591825.1",1392,"nuclear pore complex subunit"
"Un","JAACLJ010000002.1",2658584,2659861,"-",,,"GQ602_002125","KAF4591826.1",299,"trafficking particle complex subunit 2"
"Un","JAACLJ010000002.1",2661594,2662472,"-",,,"GQ602_002126","KAF4591827.1",292,"hypothetical protein GQ602_002126"
"Un","JAACLJ010000002.1",2664179,2665877,"-",,,"GQ602_002127","KAF4591828.1",523,"Acyltransferase 3"
"Un","JAACLJ010000002.1",2669507,2670740,"-",,,"GQ602_002128","KAF4591829.1",388,"Delta-aminolevulinic acid dehydratase"
"Un","JAACLJ010000002.1",2671257,2672100,"-",,,"GQ602_002129","KAF4591830.1",263,"MICOS complex subunit MIC12"
"Un","JAACLJ010000002.1",2672399,2673282,"+",,,"GQ602_002130","KAF4591831.1",270,"mitochondrial ribosomal protein YmL8"
"Un","JAACLJ010000002.1",2673444,2675683,"-",,,"GQ602_002131","KAF4591832.1",711,"U3 small nucleolar RNA-associated protein 25"
"Un","JAACLJ010000002.1",2675964,2677106,"+",,,"GQ602_002132","KAF4591833.1",354,"eukaryotic translation initiation factor 3 subunit F"
"Un","JAACLJ010000002.1",2677508,2680201,"-",,,"GQ602_002133","KAF4591834.1",796,"R3H domain-containing protein"
"Un","JAACLJ010000002.1",2680244,2681100,"-",,,"GQ602_002134","KAF4591835.1",166,"hypothetical protein GQ602_002134"
"Un","JAACLJ010000002.1",2681331,2682821,"+",,,"GQ602_002135","KAF4591836.1",354,"zinc knuckle-domain-containing protein"
"Un","JAACLJ010000002.1",2683064,2683705,"-",,,"GQ602_002136","KAF4591837.1",213,"mRNA splicing factor, Cwf18"
"Un","JAACLJ010000002.1",2684240,2686184,"+",,,"GQ602_002137","KAF4591838.1",630,"pentatricopeptide repeat protein"
"Un","JAACLJ010000002.1",2686860,2688656,"+",,,"GQ602_002138","KAF4591839.1",598,"glycolipid 2-alpha-mannosyltransferase"
"Un","JAACLJ010000002.1",2691219,2693286,"-",,,"GQ602_002139","KAF4591840.1",610,"cytochrome P450 monooxygenase"
"Un","JAACLJ010000002.1",2712476,2712847,"+",,,"GQ602_002140","KAF4591841.1",123,"hypothetical protein GQ602_002140"
"Un","JAACLJ010000002.1",2716487,2716819,"+",,,"GQ602_002141","KAF4591842.1",110,"Aurora kinase 2 splicing"
"Un","JAACLJ010000002.1",2746646,2748063,"-",,,"GQ602_002142","KAF4591843.1",455,"putative NADH cytb-reductase"
"Un","JAACLJ010000002.1",2749171,2750904,"+",,,"GQ602_002143","KAF4591844.1",550,"monooxygenase"
"Un","JAACLJ010000002.1",2752414,2754237,"+",,,"GQ602_002144","KAF4591845.1",607,"NAD(P)-binding domain protein"
"Un","JAACLJ010000002.1",2754943,2756289,"-",,,"GQ602_002145","KAF4591846.1",410,"putative endochitinase class V precursor"
"Un","JAACLJ010000002.1",2756861,2758487,"+",,,"GQ602_002146","KAF4591847.1",505,"Nucleolar protein 56"
"Un","JAACLJ010000002.1",2759151,2759671,"-",,,"GQ602_002147","KAF4591848.1",154,"Ubiquitin-40S ribosomal protein S27a"
"Un","JAACLJ010000002.1",2759856,2760791,"+",,,"GQ602_002148","KAF4591849.1",155,"40S ribosomal protein S26E"
"Un","JAACLJ010000002.1",2761057,2763664,"-",,,"GQ602_002149","KAF4591850.1",789,"hypothetical protein GQ602_002149"
"Un","JAACLJ010000002.1",2765061,2769684,"-",,,"GQ602_002150","KAF4591851.1",1502,"condensin subunit Cut3"
"Un","JAACLJ010000002.1",2770036,2770693,"+",,,"GQ602_002151","KAF4591852.1",160,"ELYS-domaining containing protein"
"Un","JAACLJ010000002.1",2773299,2774924,"+",,,"GQ602_002152","KAF4591853.1",505,"MFS transporter"
"Un","JAACLJ010000002.1",2775573,2777009,"-",,,"GQ602_002153","KAF4591854.1",478,"Allantoinase"
"Un","JAACLJ010000002.1",2777560,2778920,"-",,,"GQ602_002154","KAF4591855.1",434,"decaprenyl-diphosphate synthase subunit 1"
"Un","JAACLJ010000002.1",2779650,2780468,"-",,,"GQ602_002155","KAF4591856.1",272,"collagen alpha-2(IV) chain-like"
"Un","JAACLJ010000002.1",2780891,2781255,"-",,,"GQ602_002156","KAF4591857.1",75,"hypothetical protein GQ602_002156"
"Un","JAACLJ010000002.1",2781816,2783824,"+",,,"GQ602_002157","KAF4591858.1",335,"vacuolar H+-ATPase assembly protein"
"Un","JAACLJ010000002.1",2785429,2787983,"-",,,"GQ602_002158","KAF4591859.1",634,"general substrate transporter"
"Un","JAACLJ010000002.1",2789238,2789741,"-",,,"GQ602_002159","KAF4591860.1",88,"hypothetical protein GQ602_002159"
"Un","JAACLJ010000002.1",2789967,2790728,"-",,,"GQ602_002160","KAF4591861.1",253,"fungal specific transcription factor"
"Un","JAACLJ010000002.1",2790755,2791379,"-",,,"GQ602_002161","KAF4591862.1",187,"hypothetical protein GQ602_002161"
"Un","JAACLJ010000002.1",2795771,2802028,"-",,,"GQ602_002162","KAF4591863.1",2034,"Polyketide synthase"
"Un","JAACLJ010000002.1",2802960,2804332,"+",,,"GQ602_002163","KAF4591864.1",330,"short-chain dehydrogenase"
"Un","JAACLJ010000002.1",2804882,2805951,"-",,,"GQ602_002164","KAF4591865.1",313,"UbiA prenyltransferase"
"Un","JAACLJ010000002.1",2806860,2807697,"+",,,"GQ602_002165","KAF4591866.1",244,"putative short chain dehydrogenase/oxidoreductase"
"Un","JAACLJ010000002.1",2807840,2808643,"+",,,"GQ602_002166","KAF4591867.1",205,"integral membrane protein"
"Un","JAACLJ010000002.1",2808735,2809784,"-",,,"GQ602_002167","KAF4591868.1",349,"hypothetical protein GQ602_002167"
"Un","JAACLJ010000002.1",2810564,2811520,"+",,,"GQ602_002168","KAF4591869.1",318,"hypothetical protein GQ602_002168"
"Un","JAACLJ010000002.1",2811781,2813381,"-",,,"GQ602_002169","KAF4591870.1",452,"FAD binding domain-containing protein"
"Un","JAACLJ010000002.1",2813758,2817702,"-",,,"GQ602_002170","KAF4591871.1",1298,"ABC transporter"
"Un","JAACLJ010000002.1",2819309,2820361,"+",,,"GQ602_002171","KAF4591872.1",350,"Alpha/beta hydrolase fold-3"
"Un","JAACLJ010000002.1",2822054,2823988,"+",,,"GQ602_002172","KAF4591873.1",644,"fungal transcriptional regulatory protein"
"Un","JAACLJ010000002.1",2825952,2827004,"+",,,"GQ602_002173","KAF4591874.1",350,"NAD(P)-binding domain protein"
"Un","JAACLJ010000002.1",2827483,2829710,"-",,,"GQ602_002174","KAF4591875.1",716,"glucose-methanol-choline oxidoreductase"
"Un","JAACLJ010000002.1",2830804,2831910,"+",,,"GQ602_002175","KAF4591876.1",289,"NAD(P)-binding protein"
"Un","JAACLJ010000002.1",2831995,2833504,"-",,,"GQ602_002176","KAF4591877.1",481,"hypothetical protein GQ602_002176"
"Un","JAACLJ010000002.1",2834364,2836340,"+",,,"GQ602_002177","KAF4591878.1",619,"hypothetical protein GQ602_002177"
"Un","JAACLJ010000002.1",2837050,2838995,"-",,,"GQ602_002178","KAF4591879.1",558,"Sodium/hydrogen exchanger family protein"
"Un","JAACLJ010000002.1",2839839,2841338,"-",,,"GQ602_002179","KAF4591880.1",88,"hypothetical protein GQ602_002179"
"Un","JAACLJ010000002.1",2841821,2842339,"-",,,"GQ602_002180","KAF4591881.1",172,"helix-turn-helix domain-containing protein"
"Un","JAACLJ010000002.1",2843072,2849044,"-",,,"GQ602_002181","KAF4591882.1",1832,"cell wall-binding protein"
"Un","JAACLJ010000002.1",2849625,2850554,"-",,,"GQ602_002182","KAF4591883.1",309,"heat-labile enterotoxin A subunit"
"Un","JAACLJ010000002.1",2851209,2852657,"-",,,"GQ602_002183","KAF4591884.1",482,"collagen triple helix repeat (20 copies) domain-containing protein"
"Un","JAACLJ010000002.1",2853234,2853790,"-",,,"GQ602_002184","KAF4591885.1",154,"integral membrane protein"
"Un","JAACLJ010000002.1",2854660,2858945,"+",,,"GQ602_002185","KAF4591886.1",1345,"5-oxoprolinase (ATP-hydrolyzing)"
"Un","JAACLJ010000002.1",2859649,2859858,"-",,,"GQ602_002186","KAF4591887.1",69,"hypothetical protein GQ602_002186"
"Un","JAACLJ010000002.1",2859931,2861190,"+",,,"GQ602_002187","KAF4591888.1",313,"isoflavone reductase family protein"
"Un","JAACLJ010000002.1",2861570,2863212,"-",,,"GQ602_002188","KAF4591889.1",520,"adenosine deaminase family protein"
"Un","JAACLJ010000002.1",2863641,2865301,"-",,,"GQ602_002189","KAF4591890.1",518,"acyl-CoA dehydrogenase"
"Un","JAACLJ010000002.1",2866177,2867953,"-",,,"GQ602_002190","KAF4591891.1",572,"hypothetical protein GQ602_002190"
"Un","JAACLJ010000002.1",2870260,2872119,"-",,,"GQ602_002191","KAF4591892.1",619,"SWR1-complex protein 4"
"Un","JAACLJ010000002.1",2872490,2873271,"+",,,"GQ602_002192","KAF4591893.1",216,"ERP1 protein precursor"
"Un","JAACLJ010000002.1",2874314,2875791,"-",,,"GQ602_002193","KAF4591894.1",454,"Casein kinase I"
"Un","JAACLJ010000002.1",2877801,2879143,"+",,,"GQ602_002194","KAF4591895.1",340,"2-nitropropane dioxygenase"
"Un","JAACLJ010000002.1",2879262,2879785,"-",,,"GQ602_002195","KAF4591896.1",126,"SCP-2 sterol transfer family protein"
"Un","JAACLJ010000002.1",2880215,2881252,"-",,,"GQ602_002196","KAF4591897.1",345,"LETM1-like protein"
"Un","JAACLJ010000002.1",2881511,2882296,"+",,,"GQ602_002197","KAF4591898.1",179,"GAF domain nucleotide-binding protein"
"Un","JAACLJ010000002.1",2883627,2886283,"+",,,"GQ602_002198","KAF4591899.1",867,"C2 domain containing protein"
"Un","JAACLJ010000002.1",2886876,2887719,"+",,,"GQ602_002199","KAF4591900.1",257,"Autophagy protein 5"
"Un","JAACLJ010000002.1",2887881,2889263,"-",,,"GQ602_002200","KAF4591901.1",460,"DNA excision repair protein ERCC-8"
"Un","JAACLJ010000002.1",2889757,2890401,"+",,,"GQ602_002201","KAF4591902.1",214,"putative membrane protein"
"Un","JAACLJ010000002.1",2898052,2901841,"+",,,"GQ602_002202","KAF4591903.1",1152,"hypothetical protein GQ602_002202"
"Un","JAACLJ010000002.1",2902737,2904207,"-",,,"GQ602_002203","KAF4591904.1",470,"U3 small nucleolar RNA-associated protein 15"
"Un","JAACLJ010000002.1",2906610,2906933,"+",,,"GQ602_002204","KAF4591905.1",107,"hypothetical protein GQ602_002204"
"Un","JAACLJ010000002.1",2910075,2911133,"-",,,"GQ602_002205","KAF4591906.1",352,"hypothetical protein GQ602_002205"
"Un","JAACLJ010000002.1",2911724,2912105,"-",,,"GQ602_002206","KAF4591907.1",108,"hypothetical protein GQ602_002206"
"Un","JAACLJ010000002.1",2912342,2913872,"-",,,"GQ602_002207","KAF4591908.1",456,"YTP1-like protein"
"Un","JAACLJ010000002.1",2917159,2917680,"-",,,"GQ602_002208","KAF4591909.1",173,"Mediator complex, subunit Med11"
"Un","JAACLJ010000002.1",2918444,2920945,"+",,,"GQ602_002209","KAF4591910.1",744,"hypothetical protein GQ602_002209"
"Un","JAACLJ010000002.1",2921586,2923379,"+",,,"GQ602_002210","KAF4591911.1",559,"vacuolar sorting protein"
"Un","JAACLJ010000002.1",2923654,2924004,"-",,,"GQ602_002211","KAF4591912.1",116,"ribosomal protein YmL36 precursor, mitochondrial"
"Un","JAACLJ010000002.1",2924789,2928221,"+",,,"GQ602_002212","KAF4591913.1",777,"heat shock protein 90"
"Un","JAACLJ010000002.1",2928712,2930521,"-",,,"GQ602_002213","KAF4591914.1",556,"Membrane bound O-acyl transferase, MBOAT"
"Un","JAACLJ010000002.1",2932933,2934084,"+",,,"GQ602_002214","KAF4591915.1",383,"QI74 protein"
"Un","JAACLJ010000002.1",2934565,2935505,"-",,,"GQ602_002215","KAF4591916.1",295,"hypothetical protein GQ602_002215"
"Un","JAACLJ010000002.1",2937464,2939146,"-",,,"GQ602_002216","KAF4591917.1",560,"DnaJ domain containing protein"
"Un","JAACLJ010000002.1",2941293,2942297,"-",,,"GQ602_002217","KAF4591918.1",299,"ser/Thr protein phosphatase"
"Un","JAACLJ010000002.1",2943544,2945014,"+",,,"GQ602_002218","KAF4591919.1",470,"TeaA receptor TeaR"
"Un","JAACLJ010000002.1",2945927,2948044,"+",,,"GQ602_002219","KAF4591920.1",339,"SirQ protein"
"Un","JAACLJ010000002.1",2949047,2949592,"+",,,"GQ602_002220","KAF4591921.1",181,"hypothetical protein GQ602_002220"
"Un","JAACLJ010000002.1",2952707,2954223,"+",,,"GQ602_002221","KAF4591922.1",486,"protein-tyrosine phosphatase"
"Un","JAACLJ010000002.1",2955330,2956991,"+",,,"GQ602_002222","KAF4591923.1",553,"hypothetical protein GQ602_002222"
"Un","JAACLJ010000002.1",2957552,2958926,"-",,,"GQ602_002223","KAF4591924.1",433,"acyl-CoA dehydrogenase"
"Un","JAACLJ010000002.1",2959375,2960773,"-",,,"GQ602_002224","KAF4591925.1",409,"toxin biosynthesis protein"
"Un","JAACLJ010000002.1",2961648,2963564,"+",,,"GQ602_002225","KAF4591926.1",530,"succinyl-CoA:3-ketoacid-coenzyme A transferase"
"Un","JAACLJ010000002.1",2963714,2964670,"-",,,"GQ602_002226","KAF4591927.1",298,"Conserved mitochondrial protein"
"Un","JAACLJ010000002.1",2965710,2966190,"+",,,"GQ602_002227","KAF4591928.1",104,"hypothetical protein GQ602_002227"
"Un","JAACLJ010000002.1",2966407,2968986,"+",,,"GQ602_002228","KAF4591929.1",859,"sulfatase domain protein"
"Un","JAACLJ010000002.1",2972953,2973261,"+",,,"GQ602_002229","KAF4591930.1",102,"hypothetical protein GQ602_002229"
"Un","JAACLJ010000002.1",2975035,2977013,"-",,,"GQ602_002230","KAF4591931.1",505,"dna primase large subunit"
"Un","JAACLJ010000002.1",2978787,2980683,"+",,,"GQ602_002231","KAF4591932.1",610,"CAMK protein kinase"
"Un","JAACLJ010000002.1",2986635,2989384,"+",,,"GQ602_002232","KAF4591933.1",875,"clr5 domain-containing protein"
"Un","JAACLJ010000002.1",2990522,2991937,"+",,,"GQ602_002233","KAF4591934.1",471,"tRNA (adenine-N(1)-)-methyltransferase"
"Un","JAACLJ010000002.1",2995799,2999812,"-",,,"GQ602_002234","KAF4591935.1",1337,"methyltransferase type 11"
"Un","JAACLJ010000002.1",3000998,3001930,"+",,,"GQ602_002235","KAF4591936.1",201,"hypothetical protein GQ602_002235"
"Un","JAACLJ010000002.1",3003447,3004260,"-",,,"GQ602_002236","KAF4591937.1",255,"DNA-binding SAP"
"Un","JAACLJ010000002.1",3004866,3006784,"+",,,"GQ602_002237","KAF4591938.1",578,"Metallophosphoesterase domain protein"
"Un","JAACLJ010000002.1",3007224,3009161,"-",,,"GQ602_002238","KAF4591939.1",325,"glycosyl transferase"
"Un","JAACLJ010000002.1",3010173,3015278,"-",,,"GQ602_002239","KAF4591940.1",1701,"SRm160/300 splicing coactivator"
"Un","JAACLJ010000002.1",3015382,3015933,"-",,,"GQ602_002240","KAF4591941.1",66,"hypothetical protein GQ602_002240"
"Un","JAACLJ010000002.1",3017098,3017820,"-",,,"GQ602_002241","KAF4591942.1",240,"hypothetical protein GQ602_002241"
"Un","JAACLJ010000002.1",3019123,3020016,"+",,,"GQ602_002242","KAF4591943.1",297,"Endonuclease/Exonuclease/phosphatase family protein"
"Un","JAACLJ010000002.1",3022910,3024766,"+",,,"GQ602_002243","KAF4591944.1",618,"hypothetical protein GQ602_002243"
"Un","JAACLJ010000002.1",3024993,3027100,"+",,,"GQ602_002244","KAF4591945.1",360,"cytochrome oxidase maturation-like protein"
"Un","JAACLJ010000002.1",3028380,3029982,"+",,,"GQ602_002245","KAF4591946.1",487,"Protein ssh4"
"Un","JAACLJ010000002.1",3030684,3033121,"-",,,"GQ602_002246","KAF4591947.1",757,"glycoside hydrolase family 55 protein"
"Un","JAACLJ010000002.1",3033823,3034251,"+",,,"GQ602_002247","KAF4591948.1",73,"DUF1909-domain-containing protein"
"Un","JAACLJ010000002.1",3034402,3035566,"-",,,"GQ602_002248","KAF4591949.1",370,"hypothetical protein GQ602_002248"
"Un","JAACLJ010000002.1",3035788,3038728,"-",,,"GQ602_002249","KAF4591950.1",946,"U3 small nucleolar RNA-associated protein 17"
"Un","JAACLJ010000002.1",3038992,3039392,"+",,,"GQ602_002250","KAF4591951.1",79,"DNA-directed RNA polymerases I/II/III subunit 10"
"Un","JAACLJ010000002.1",3040459,3041010,"-",,,"GQ602_002251","KAF4591952.1",183,"hypothetical protein GQ602_002251"
"Un","JAACLJ010000002.1",3042568,3045051,"+",,,"GQ602_002252","KAF4591953.1",710,"hypothetical protein GQ602_002252"
"Un","JAACLJ010000002.1",3045468,3047216,"-",,,"GQ602_002253","KAF4591954.1",582,"receptor-type tyrosine-protein phosphatase beta-like isoform X2"
"Un","JAACLJ010000002.1",3047358,3050150,"-",,,"GQ602_002254","KAF4591955.1",491,"S-adenosylmethionine-dependent methyltransferase-like protein"
"Un","JAACLJ010000002.1",3051425,3053600,"-",,,"GQ602_002255","KAF4591956.1",678,"COM1 regulatory protein"
"Un","JAACLJ010000002.1",3058465,3059121,"-",,,"GQ602_002256","KAF4591957.1",104,"dynein light chain lc8-type"
"Un","JAACLJ010000002.1",3060240,3060774,"+",,,"GQ602_002257","KAF4591958.1",111,"hypothetical protein GQ602_002257"
"Un","JAACLJ010000002.1",3064526,3067327,"+",,,"GQ602_002258","KAF4591959.1",826,"Multiple RNA-binding domain-containing protein 1"
"Un","JAACLJ010000002.1",3067725,3068096,"+",,,"GQ602_002259","KAF4591960.1",84,"hypothetical protein GQ602_002259"
"Un","JAACLJ010000002.1",3068395,3071326,"+",,,"GQ602_002260","KAF4591961.1",896,"transcription factor AbaA"
"Un","JAACLJ010000002.1",3074526,3076067,"+",,,"GQ602_002261","KAF4591962.1",513,"hypothetical protein GQ602_002261"
"Un","JAACLJ010000002.1",3077046,3077990,"-",,,"GQ602_002262","KAF4591963.1",182,"Peptidyl-prolyl cis-trans isomerase H"
"Un","JAACLJ010000002.1",3080865,3082320,"+",,,"GQ602_002263","KAF4591964.1",461,"RING-8 protein"
"Un","JAACLJ010000002.1",3083121,3084030,"-",,,"GQ602_002264","KAF4591965.1",289,"hypothetical protein GQ602_002264"
"Un","JAACLJ010000002.1",3084435,3089227,"+",,,"GQ602_002265","KAF4591966.1",1557,"golgi complex component"
"Un","JAACLJ010000002.1",3089929,3092267,"+",,,"GQ602_002266","KAF4591967.1",760,"lysyl-tRNA synthetase"
"Un","JAACLJ010000002.1",3092537,3094078,"-",,,"GQ602_002267","KAF4591968.1",440,"hypothetical protein GQ602_002267"
"Un","JAACLJ010000002.1",3095636,3097101,"+",,,"GQ602_002268","KAF4591969.1",469,"actin"
"Un","JAACLJ010000002.1",3097510,3098064,"-",,,"GQ602_002269","KAF4591970.1",150,"G/U mismatch-specific uracil DNA glycosylase"
"Un","JAACLJ010000002.1",3098295,3099481,"-",,,"GQ602_002270","KAF4591971.1",319,"thioredoxin reductase"
"Un","JAACLJ010000002.1",3099985,3102559,"-",,,"GQ602_002271","KAF4591972.1",816,"GARP complex subunit Vps53"
"Un","JAACLJ010000002.1",3103277,3108000,"-",,,"GQ602_002272","KAF4591973.1",1182,"Fibronectin type III domain protein"
"Un","JAACLJ010000002.1",3108448,3110783,"+",,,"GQ602_002273","KAF4591974.1",758,"SMP2 protein"
"Un","JAACLJ010000002.1",3111395,3114050,"-",,,"GQ602_002274","KAF4591975.1",864,"Histidine biosynthesis trifunctional protein"
"Un","JAACLJ010000002.1",3114537,3115360,"+",,,"GQ602_002275","KAF4591976.1",247,"transcription initiation factor TFIID subunit 9B"
"Un","JAACLJ010000002.1",3115793,3117494,"-",,,"GQ602_002276","KAF4591977.1",477,"mitochondrial processing peptidase beta subunit"
"Un","JAACLJ010000002.1",3118304,3119976,"+",,,"GQ602_002277","KAF4591978.1",536,"inosine-5\\'-monophosphate dehydrogenase IMD2"
"Un","JAACLJ010000002.1",3120285,3120989,"-",,,"GQ602_002278","KAF4591979.1",198,"Protein PLANT CADMIUM RESISTANCE 3"
"Un","JAACLJ010000002.1",3121271,3122335,"-",,,"GQ602_002279","KAF4591980.1",223,"acyl-CoA N-acyltransferase"
"Un","JAACLJ010000002.1",3122683,3123081,"+",,,"GQ602_002280","KAF4591981.1",95,"LYR motif-containing protein 2"
"Un","JAACLJ010000002.1",3123188,3123626,"-",,,"GQ602_002281","KAF4591982.1",122,"hypothetical protein GQ602_002281"
"Un","JAACLJ010000002.1",3124027,3128063,"-",,,"GQ602_002282","KAF4591983.1",829,"ribosomal protein L36"
"Un","JAACLJ010000002.1",3131293,3133066,"+",,,"GQ602_002283","KAF4591984.1",550,"Pleckstrin domain-like protein"
"Un","JAACLJ010000002.1",3134192,3138242,"-",,,"GQ602_002284","KAF4591985.1",1329,"histidine kinase"
"Un","JAACLJ010000002.1",3140542,3141463,"+",,,"GQ602_002285","KAF4591986.1",269,"hypothetical protein GQ602_002285"
"Un","JAACLJ010000002.1",3141867,3142562,"+",,,"GQ602_002286","KAF4591987.1",231,"phosphatidylinositol glycan, class P"
"Un","JAACLJ010000002.1",3142721,3144820,"+",,,"GQ602_002287","KAF4591988.1",699,"ATP-dependent RNA helicase ROK1"
"Un","JAACLJ010000002.1",3145172,3146886,"-",,,"GQ602_002288","KAF4591989.1",545,"UDP-N-acetylglucosamine pyrophosphorylase"
"Un","JAACLJ010000002.1",3147457,3149130,"+",,,"GQ602_002289","KAF4591990.1",521,"succinate-semialdehyde dehydrogenase NADP+"
"Un","JAACLJ010000002.1",3149630,3150732,"+",,,"GQ602_002290","KAF4591991.1",323,"ribosome recycling factor"
